coddis,ano,turmas,pfx,matr,semestre,unidade
MCG0516,2013,12,MCG,177,ambos,FM
MCG0516,2014,12,MCG,171,ambos,FM
MCG0516,2015,12,MCG,176,ambos,FM
MCG0516,2016,12,MCG,176,ambos,FM
MCG0516,2017,12,MCG,185,ambos,FM
MCG0516,2018,12,MCG,176,ambos,FM
MCG0611,2012,16,MCG,170,ambos,FM
MCG0611,2013,16,MCG,163,ambos,FM
MCG0611,2014,16,MCG,173,ambos,FM
MCG0611,2015,16,MCG,167,ambos,FM
MCG0611,2016,16,MCG,169,ambos,FM
MCG0611,2017,16,MCG,159,ambos,FM
MCG0611,2018,16,MCG,176,ambos,FM
MCG0611,2019,16,MCG,168,ambos,FM
MCG0611,2020,1,MCG,2,1,FM
MCG0656,2012,12,MCG,163,ambos,FM
MCG0656,2013,12,MCG,168,ambos,FM
MCG0656,2014,12,MCG,173,ambos,FM
MCG0656,2015,12,MCG,172,ambos,FM
MCG0656,2016,12,MCG,172,ambos,FM
MCG0656,2017,12,MCG,175,ambos,FM
MCG0656,2018,12,MCG,181,ambos,FM
MCG0656,2019,12,MCG,168,ambos,FM
MCG0656,2020,1,MCG,5,1,FM
MCG0659,2012,2,MCG,27,2,FM
MCG0659,2013,2,MCG,19,2,FM
MCG0659,2014,2,MCG,32,2,FM
MCG0659,2015,2,MCG,34,2,FM
MCG0659,2016,2,MCG,25,2,FM
MCG0659,2017,2,MCG,8,2,FM
MCG0659,2018,1,MCG,19,1,FM
MCG0666,2012,2,MCG,20,2,FM
MCG0666,2013,2,MCG,30,2,FM
MCG0666,2014,2,MCG,28,2,FM
MCG0666,2015,2,MCG,26,2,FM
MCG0666,2016,2,MCG,32,2,FM
MCG0666,2017,2,MCG,33,2,FM
MCG0666,2018,1,MCG,38,2,FM
MCG0669,2012,1,MCG,41,1,FM
MCG0669,2013,1,MCG,41,1,FM
MCG0669,2014,1,MCG,41,1,FM
MCG0669,2015,1,MCG,42,1,FM
MCG0669,2016,1,MCG,40,1,FM
MCG0669,2017,1,MCG,41,1,FM
MCG0669,2018,1,MCG,40,1,FM
MCG0669,2019,1,MCG,43,1,FM
MCG0669,2020,1,MCG,46,1,FM
MCG5001,2019,1,MCG,2,2,FM
MCG5003,2019,1,MCG,6,2,FM
MCG5004,2019,1,MCG,5,2,FM
MCG5090,2019,2,MCG,8,2,FM
MCM0331,2012,4,MCM,178,2,FM
MCM0331,2013,4,MCM,175,2,FM
MCM0331,2014,4,MCM,178,2,FM
MCM0331,2015,4,MCM,175,2,FM
MCM0555,2012,12,MCM,174,ambos,FM
MCM0555,2013,12,MCM,173,ambos,FM
MCM0555,2014,12,MCM,176,ambos,FM
MCM0555,2015,12,MCM,170,ambos,FM
MCM0555,2016,12,MCM,175,ambos,FM
MCM0555,2017,12,MCM,178,ambos,FM
MCM0555,2018,12,MCM,178,ambos,FM
MCM0611,2012,16,MCM,173,ambos,FM
MCM0611,2013,16,MCM,164,ambos,FM
MCM0611,2014,16,MCM,172,ambos,FM
MCM0611,2015,16,MCM,167,ambos,FM
MCM0611,2016,16,MCM,171,ambos,FM
MCM0611,2017,16,MCM,159,ambos,FM
MCM0611,2018,16,MCM,174,ambos,FM
MCM0611,2019,16,MCM,165,ambos,FM
MCM0611,2020,2,MCM,5,ambos,FM
MCM0656,2012,12,MCM,162,ambos,FM
MCM0656,2013,12,MCM,170,ambos,FM
MCM0656,2014,12,MCM,170,ambos,FM
MCM0656,2015,12,MCM,172,ambos,FM
MCM0656,2016,12,MCM,175,ambos,FM
MCM0656,2017,12,MCM,171,ambos,FM
MCM0656,2018,12,MCM,183,ambos,FM
MCM0656,2019,12,MCM,167,ambos,FM
MCM0656,2020,1,MCM,1,1,FM
MCM0657,2012,4,MCM,174,1,FM
MCM0657,2013,4,MCM,188,1,FM
MCM0657,2014,4,MCM,171,1,FM
MCM0657,2015,4,MCM,185,1,FM
MCM0657,2016,4,MCM,176,1,FM
MCM0660,2012,2,MCM,36,2,FM
MCM0660,2013,2,MCM,37,2,FM
MCM0660,2016,4,MCM,26,ambos,FM
MCM0660,2017,4,MCM,31,ambos,FM
MCM0667,2012,2,MCM,9,1,FM
MCM0667,2013,2,MCM,10,1,FM
MCM0667,2014,2,MCM,15,1,FM
MCM0667,2015,2,MCM,15,1,FM
MCM0667,2016,2,MCM,12,1,FM
MCM0668,2013,1,MCM,4,2,FM
MCM0670,2012,2,MCM,20,1,FM
MCM0670,2013,2,MCM,17,1,FM
MCM0689,2012,1,MCM,6,1,FM
MCM0689,2014,2,MCM,10,1,FM
MCM0694,2012,2,MCM,9,2,FM
MCM0694,2013,2,MCM,4,2,FM
MCM0697,2012,3,MCM,3,ambos,FM
MCM0773,2012,1,MCM,1,1,FM
MCM0773,2013,2,MCM,12,ambos,FM
MCM0773,2014,1,MCM,5,1,FM
MCM0774,2013,2,MCM,3,ambos,FM
MCM0775,2012,2,MCM,2,ambos,FM
MCM0775,2013,2,MCM,4,ambos,FM
MCM0775,2014,1,MCM,1,2,FM
MCM0775,2015,2,MCM,2,ambos,FM
MCM0782,2012,2,MCM,6,1,FM
MCM0784,2012,1,MCM,20,2,FM
MCM0784,2014,2,MCM,10,2,FM
MCM0785,2012,4,MCM,20,ambos,FM
MCM0785,2013,4,MCM,18,ambos,FM
MCM0785,2014,4,MCM,20,ambos,FM
MCM0785,2015,4,MCM,15,ambos,FM
MCM0785,2017,1,MCM,5,2,FM
MCM1659,2012,4,MCM,24,ambos,FM
MCM1659,2013,4,MCM,35,ambos,FM
MCM1659,2014,4,MCM,18,ambos,FM
MCM1659,2015,4,MCM,19,ambos,FM
MCM1659,2016,2,MCM,8,2,FM
MCM1659,2017,4,MCM,31,ambos,FM
MCM1659,2018,2,MCM,22,ambos,FM
MCM1659,2019,2,MCM,32,ambos,FM
MCM1671,2012,1,MCM,7,1,FM
MCM1671,2013,1,MCM,3,1,FM
MCM1671,2015,1,MCM,4,1,FM
MCM1671,2018,1,MCM,5,1,FM
MCM1674,2012,2,MCM,180,1,FM
MCM1674,2013,2,MCM,178,1,FM
MCM1674,2014,2,MCM,176,1,FM
MCM1678,2012,2,MCM,2,1,FM
MCM1678,2013,1,MCM,2,1,FM
MCM1678,2015,1,MCM,1,2,FM
MCM1678,2017,1,MCM,1,2,FM
MCM1684,2012,1,MCM,2,1,FM
MCM1684,2013,1,MCM,2,2,FM
MCM1684,2015,1,MCM,1,2,FM
MCM1684,2016,1,MCM,1,2,FM
MCM5090,2019,4,MCM,11,2,FM
MCP0200,2012,2,MCP,6,1,FM
MCP0200,2014,2,MCP,4,2,FM
MCP0200,2015,1,MCP,2,2,FM
MCP0200,2016,1,MCP,1,2,FM
MCP0200,2017,1,MCP,1,2,FM
MCP0363,2012,1,MCP,1,1,FM
MCP0363,2015,2,MCP,5,ambos,FM
MCP0363,2016,1,MCP,2,1,FM
MCP0363,2018,1,MCP,1,1,FM
MCP0364,2012,1,MCP,2,2,FM
MCP0364,2015,2,MCP,6,2,FM
MCP0364,2016,2,MCP,4,2,FM
MCP0364,2018,1,MCP,1,1,FM
MCP0365,2012,1,MCP,2,1,FM
MCP0366,2012,2,MCP,8,2,FM
MCP0366,2013,1,MCP,4,2,FM
MCP0366,2016,2,MCP,4,2,FM
MCP0367,2012,1,MCP,2,1,FM
MCP0367,2013,4,MCP,15,ambos,FM
MCP0367,2014,4,MCP,7,ambos,FM
MCP0367,2015,3,MCP,6,ambos,FM
MCP0367,2016,3,MCP,4,ambos,FM
MCP0367,2017,1,MCP,1,1,FM
MCP0367,2018,1,MCP,5,1,FM
MCP0368,2014,1,MCP,1,2,FM
MCP0369,2012,7,MCP,10,ambos,FM
MCP0369,2013,4,MCP,9,ambos,FM
MCP0369,2015,4,MCP,10,ambos,FM
MCP0369,2016,4,MCP,12,ambos,FM
MCP0369,2018,2,MCP,12,ambos,FM
MCP0369,2019,1,MCP,5,2,FM
MCP0370,2012,2,MCP,4,2,FM
MCP0370,2013,1,MCP,2,2,FM
MCP0370,2014,1,MCP,2,2,FM
MCP0370,2015,1,MCP,2,2,FM
MCP0370,2017,2,MCP,7,2,FM
MCP0370,2018,1,MCP,2,2,FM
MCP0371,2012,2,MCP,2,ambos,FM
MCP0372,2013,2,MCP,2,ambos,FM
MCP0372,2016,3,MCP,4,ambos,FM
MCP0372,2017,2,MCP,3,2,FM
MCP0372,2018,1,MCP,2,2,FM
MCP0375,2012,2,MCP,2,ambos,FM
MCP0375,2015,1,MCP,1,2,FM
MCP0375,2016,2,MCP,3,ambos,FM
MCP0376,2012,1,MCP,1,1,FM
MCP0376,2013,2,MCP,3,ambos,FM
MCP0376,2014,2,MCP,3,ambos,FM
MCP0376,2015,2,MCP,3,ambos,FM
MCP0376,2016,2,MCP,3,ambos,FM
MCP0376,2017,1,MCP,2,2,FM
MCP0377,2013,2,MCP,2,2,FM
MCP0377,2017,1,MCP,3,2,FM
MCP0378,2013,3,MCP,3,ambos,FM
MCP0378,2015,4,MCP,4,ambos,FM
MCP0378,2016,3,MCP,3,ambos,FM
MCP0378,2018,1,MCP,2,2,FM
MCP0379,2013,4,MCP,40,ambos,FM
MCP0379,2015,8,MCP,48,ambos,FM
MCP0379,2016,2,MCP,9,ambos,FM
MCP0380,2013,1,MCP,1,2,FM
MCP0380,2015,1,MCP,1,1,FM
MCP0380,2016,2,MCP,3,ambos,FM
MCP0383,2015,1,MCP,1,2,FM
MCP0383,2016,2,MCP,3,ambos,FM
MCP0384,2013,2,MCP,3,1,FM
MCP0611,2012,16,MCP,172,ambos,FM
MCP0611,2013,16,MCP,164,ambos,FM
MCP0611,2014,16,MCP,172,ambos,FM
MCP0611,2015,16,MCP,167,ambos,FM
MCP0611,2016,16,MCP,159,ambos,FM
MCP0611,2017,16,MCP,169,ambos,FM
MCP0611,2018,16,MCP,173,ambos,FM
MCP0611,2019,16,MCP,167,ambos,FM
MCP0611,2020,2,MCP,3,ambos,FM
MCP0612,2012,2,MCP,6,ambos,FM
MCP0612,2014,2,MCP,3,ambos,FM
MCP0612,2015,1,MCP,3,1,FM
MCP0613,2012,1,MCP,1,2,FM
MCP0613,2014,1,MCP,3,2,FM
MCP0613,2015,2,MCP,10,ambos,FM
MCP0613,2016,1,MCP,4,1,FM
MCP0614,2012,2,MCP,6,ambos,FM
MCP0614,2013,1,MCP,3,2,FM
MCP0614,2015,1,MCP,3,2,FM
MCP0615,2012,2,MCP,3,1,FM
MCP0615,2013,1,MCP,1,1,FM
MCP0615,2015,1,MCP,1,1,FM
MCP0615,2017,1,MCP,1,2,FM
MCP0615,2018,1,MCP,1,2,FM
MCP0616,2012,1,MCP,1,1,FM
MCP0616,2013,1,MCP,1,1,FM
MCP0616,2014,2,MCP,2,ambos,FM
MCP0616,2015,1,MCP,1,2,FM
MCP0616,2017,1,MCP,4,1,FM
MCP0617,2012,1,MCP,1,1,FM
MCP0617,2013,3,MCP,5,ambos,FM
MCP0617,2016,3,MCP,4,ambos,FM
MCP0618,2012,2,MCP,171,2,FM
MCP0618,2013,2,MCP,182,2,FM
MCP0618,2014,2,MCP,169,2,FM
MCP0618,2015,2,MCP,177,2,FM
MCP0618,2016,2,MCP,173,2,FM
MCP0619,2012,1,MCP,3,1,FM
MCP0619,2015,2,MCP,3,1,FM
MCP0619,2016,1,MCP,2,1,FM
MCP5090,2019,2,MCP,4,2,FM
MDR0100,2012,1,MDR,23,2,FM
MDR0100,2013,1,MDR,22,2,FM
MDR0100,2014,1,MDR,26,2,FM
MDR0100,2015,1,MDR,2,2,FM
MDR0100,2016,1,MDR,16,2,FM
MDR0100,2017,1,MDR,22,2,FM
MDR0100,2018,1,MDR,23,2,FM
MDR0100,2019,1,MDR,20,2,FM
MDR0100,2020,1,MDR,29,2,FM
MDR0253,2012,2,MDR,11,1,FM
MDR0253,2013,2,MDR,7,1,FM
MDR0253,2014,1,MDR,2,1,FM
MDR0253,2015,2,MDR,11,1,FM
MDR0253,2016,2,MDR,8,1,FM
MDR0253,2017,2,MDR,10,1,FM
MDR0605,2012,16,MDR,171,ambos,FM
MDR0605,2013,16,MDR,163,ambos,FM
MDR0605,2014,16,MDR,173,ambos,FM
MDR0605,2015,16,MDR,167,ambos,FM
MDR0605,2016,16,MDR,171,ambos,FM
MDR0605,2017,16,MDR,159,ambos,FM
MDR0605,2018,16,MDR,176,ambos,FM
MDR0605,2019,16,MDR,167,ambos,FM
MDR0608,2012,2,MDR,171,ambos,FM
MDR0608,2013,2,MDR,176,ambos,FM
MDR0608,2014,2,MDR,170,ambos,FM
MDR0608,2015,2,MDR,173,ambos,FM
MDR0608,2016,2,MDR,171,ambos,FM
MDR0608,2017,2,MDR,181,ambos,FM
MDR0609,2012,4,MDR,174,2,FM
MDR0609,2013,4,MDR,172,2,FM
MDR0609,2014,4,MDR,174,2,FM
MDR0609,2015,4,MDR,170,2,FM
MDR0610,2012,4,MDR,179,2,FM
MDR0610,2013,4,MDR,190,2,FM
MDR0610,2014,4,MDR,170,2,FM
MDR0610,2015,4,MDR,179,2,FM
MDR0610,2016,4,MDR,168,2,FM
MDR0628,2012,2,MDR,4,2,FM
MDR0628,2013,2,MDR,8,2,FM
MDR0628,2014,2,MDR,7,2,FM
MDR0628,2016,2,MDR,9,2,FM
MDR0628,2017,1,MDR,1,2,FM
MDR0631,2013,1,MDR,5,2,FM
MDR0631,2014,2,MDR,4,ambos,FM
MDR0631,2015,1,MDR,4,2,FM
MDR5001,2019,1,MDR,3,2,FM
MDR5090,2019,1,MDR,5,2,FM
MDT0525,2012,12,MDT,174,ambos,FM
MDT0525,2013,12,MDT,178,ambos,FM
MDT0525,2014,12,MDT,168,ambos,FM
MDT0525,2015,12,MDT,170,ambos,FM
MDT0525,2016,12,MDT,173,ambos,FM
MDT0525,2017,12,MDT,181,ambos,FM
MDT0525,2018,12,MDT,177,ambos,FM
MDT0525,2019,1,MDT,1,2,FM
MDT0528,2012,1,MDT,1,2,FM
MDT0529,2012,2,MDT,2,1,FM
MDT0529,2014,1,MDT,2,1,FM
MDT0529,2016,2,MDT,7,1,FM
MDT0529,2017,1,MDT,2,1,FM
MDT0531,2014,1,MDT,1,2,FM
MDT0531,2016,3,MDT,3,ambos,FM
MDT0532,2012,1,MDT,5,2,FM
MDT0532,2013,1,MDT,2,2,FM
MDT0532,2014,1,MDT,4,2,FM
MDT0532,2016,1,MDT,2,2,FM
MDT0532,2017,1,MDT,1,2,FM
MDT0532,2018,1,MDT,5,2,FM
MDT0532,2019,1,MDT,4,2,FM
MDT1530,2012,4,MDT,167,1,FM
MDT1530,2013,4,MDT,183,1,FM
MDT1530,2014,4,MDT,169,1,FM
MDT1530,2015,4,MDT,182,1,FM
MDT1530,2016,4,MDT,183,1,FM
MDT5001,2019,1,MDT,4,2,FM
MEA0001,2012,1,MEA,36,1,MAE
MEA0001,2014,1,MEA,23,1,MAE
MEA0002,2012,1,MEA,20,2,MAE
MEA0002,2013,1,MEA,18,2,MAE
MEA0002,2014,1,MEA,19,2,MAE
MEA0002,2015,1,MEA,15,2,MAE
MEA0002,2016,1,MEA,21,2,MAE
MEA0002,2017,1,MEA,26,2,MAE
MEA0002,2018,1,MEA,27,2,MAE
MEA0002,2019,2,MEA,47,ambos,MAE
MEA0002,2020,1,MEA,25,2,MAE
MEA0003,2012,1,MEA,16,2,MAE
MEA0003,2013,1,MEA,21,1,MAE
MEA0003,2014,2,MEA,34,ambos,MAE
MEA0003,2015,1,MEA,23,2,MAE
MEA0003,2016,1,MEA,24,1,MAE
MEA0003,2017,1,MEA,33,2,MAE
MEA0003,2018,1,MEA,32,2,MAE
MEA0003,2019,1,MEA,24,2,MAE
MEA0003,2020,2,MEA,73,2,MAE
MEA0004,2013,1,MEA,21,2,MAE
MEA0004,2015,1,MEA,25,2,MAE
MEA0004,2017,1,MEA,19,1,MAE
MEA0005,2015,1,MEA,23,1,MAE
MEA0005,2019,1,MEA,21,1,MAE
MEA0006,2012,1,MEA,18,2,MAE
MEA0006,2015,1,MEA,27,2,MAE
MEA0006,2020,1,MEA,24,2,MAE
MEA0008,2014,1,MEA,22,1,MAE
MEA0008,2017,1,MEA,37,1,MAE
MEA0009,2012,1,MEA,22,1,MAE
MEA0009,2013,1,MEA,16,1,MAE
MEA0009,2014,1,MEA,14,1,MAE
MEA0009,2015,1,MEA,13,2,MAE
MEA0009,2016,1,MEA,13,2,MAE
MEA0010,2012,1,MEA,23,2,MAE
MEA0010,2014,1,MEA,14,1,MAE
MEA0010,2016,1,MEA,15,1,MAE
MEA0010,2018,1,MEA,33,2,MAE
MEA0011,2013,1,MEA,17,2,MAE
MEA0011,2015,1,MEA,19,2,MAE
MEA0011,2016,1,MEA,21,2,MAE
MEA0011,2017,1,MEA,27,2,MAE
MEA0011,2018,1,MEA,25,2,MAE
MEA0011,2019,1,MEA,23,2,MAE
MEA0012,2013,1,MEA,18,2,MAE
MEA0012,2014,1,MEA,4,1,MAE
MEA0012,2015,1,MEA,8,2,MAE
MEA0013,2012,1,MEA,26,2,MAE
MEA0013,2013,1,MEA,14,2,MAE
MEA0013,2014,1,MEA,8,1,MAE
MEA0013,2015,1,MEA,15,2,MAE
MEA0013,2016,1,MEA,19,2,MAE
MEA0013,2017,1,MEA,21,1,MAE
MEA0013,2018,1,MEA,25,1,MAE
MEA0013,2019,2,MEA,43,ambos,MAE
MEA0013,2020,1,MEA,26,1,MAE
MEA0014,2012,1,MEA,16,1,MAE
MEA0014,2013,1,MEA,20,1,MAE
MEA0014,2014,1,MEA,13,1,MAE
MEA0014,2016,1,MEA,20,1,MAE
MEA0014,2017,1,MEA,26,1,MAE
MEA0014,2019,1,MEA,23,1,MAE
MEA0015,2013,1,MEA,21,2,MAE
MEA0016,2013,1,MEA,13,1,MAE
MEA0016,2015,1,MEA,9,1,MAE
MEA0016,2016,1,MEA,10,2,MAE
MEA0016,2018,1,MEA,19,1,MAE
MEA0016,2019,1,MEA,12,1,MAE
MEA0016,2020,1,MEA,13,1,MAE
MEA0017,2014,1,MEA,13,2,MAE
MEA0018,2012,1,MEA,16,1,MAE
MEA0018,2013,1,MEA,13,2,MAE
MEA0018,2015,1,MEA,17,2,MAE
MEA0018,2017,1,MEA,23,2,MAE
MEA0018,2019,2,MEA,44,2,MAE
MEA0019,2014,1,MEA,13,1,MAE
MEA0019,2015,1,MEA,22,1,MAE
MEA0020,2014,1,MEA,2,2,MAE
MEA0020,2015,1,MEA,27,1,MAE
MEA0020,2016,1,MEA,9,1,MAE
MEA0020,2017,1,MEA,15,1,MAE
MEA0020,2018,1,MEA,22,1,MAE
MEA0020,2019,1,MEA,16,1,MAE
MEA0021,2017,1,MEA,24,2,MAE
MEA0021,2019,1,MEA,20,1,MAE
MEA0022,2016,1,MEA,31,2,MAE
MEA0022,2018,1,MEA,21,1,MAE
MEA0022,2019,1,MEA,22,1,MAE
MEA0023,2016,1,MEA,17,1,MAE
MEA0023,2017,1,MEA,24,1,MAE
MEA0023,2019,1,MEA,21,1,MAE
MEA0024,2017,1,MEA,28,2,MAE
MEA0024,2019,1,MEA,19,2,MAE
MFT0108,2012,1,MFT,24,2,FM
MFT0109,2012,1,MFT,24,1,FM
MFT0109,2013,1,MFT,21,1,FM
MFT0109,2015,1,MFT,16,1,FM
MFT0109,2016,1,MFT,29,1,FM
MFT0109,2017,1,MFT,26,1,FM
MFT0109,2018,1,MFT,20,1,FM
MFT0109,2019,1,MFT,24,1,FM
MFT0109,2020,1,MFT,24,1,FM
MFT0110,2012,1,MFT,17,2,FM
MFT0110,2013,1,MFT,28,2,FM
MFT0110,2015,1,MFT,20,1,FM
MFT0110,2016,1,MFT,27,1,FM
MFT0110,2017,1,MFT,20,1,FM
MFT0110,2018,1,MFT,20,1,FM
MFT0110,2019,1,MFT,27,1,FM
MFT0110,2020,1,MFT,23,1,FM
MFT0111,2012,1,MFT,22,2,FM
MFT0111,2013,1,MFT,17,2,FM
MFT0111,2014,1,MFT,19,2,FM
MFT0111,2015,1,MFT,28,2,FM
MFT0111,2016,1,MFT,29,2,FM
MFT0111,2017,1,MFT,17,2,FM
MFT0111,2018,1,MFT,20,2,FM
MFT0111,2019,1,MFT,20,2,FM
MFT0111,2020,1,MFT,25,2,FM
MFT0112,2012,1,MFT,23,1,FM
MFT0112,2013,1,MFT,21,1,FM
MFT0112,2014,1,MFT,19,2,FM
MFT0112,2015,1,MFT,28,2,FM
MFT0112,2016,1,MFT,25,2,FM
MFT0112,2017,1,MFT,22,2,FM
MFT0112,2018,1,MFT,24,2,FM
MFT0112,2019,1,MFT,21,2,FM
MFT0112,2020,1,MFT,20,2,FM
MFT0113,2012,1,MFT,21,2,FM
MFT0113,2013,1,MFT,21,2,FM
MFT0113,2015,1,MFT,22,1,FM
MFT0113,2016,1,MFT,24,1,FM
MFT0113,2017,1,MFT,24,1,FM
MFT0113,2018,1,MFT,20,1,FM
MFT0113,2019,1,MFT,26,1,FM
MFT0113,2020,1,MFT,21,1,FM
MFT0136,2012,1,MFT,27,2,FM
MFT0136,2013,1,MFT,20,2,FM
MFT0136,2014,1,MFT,25,2,FM
MFT0136,2015,1,MFT,21,2,FM
MFT0136,2016,1,MFT,26,2,FM
MFT0136,2018,1,MFT,26,1,FM
MFT0136,2019,1,MFT,25,1,FM
MFT0136,2020,1,MFT,20,1,FM
MFT0154,2012,1,MFT,32,1,FM
MFT0154,2013,1,MFT,15,1,FM
MFT0154,2014,1,MFT,21,1,FM
MFT0154,2015,1,MFT,16,1,FM
MFT0154,2016,1,MFT,28,1,FM
MFT0154,2017,1,MFT,22,1,FM
MFT0154,2018,2,MFT,28,ambos,FM
MFT0154,2019,1,MFT,15,1,FM
MFT0154,2020,1,MFT,29,1,FM
MFT0165,2012,1,MFT,20,1,FM
MFT0165,2013,1,MFT,27,1,FM
MFT0165,2014,1,MFT,27,1,FM
MFT0165,2015,1,MFT,23,1,FM
MFT0165,2016,1,MFT,22,1,FM
MFT0165,2017,1,MFT,19,1,FM
MFT0165,2018,1,MFT,20,1,FM
MFT0165,2019,1,MFT,23,1,FM
MFT0165,2020,1,MFT,21,1,FM
MFT0190,2012,1,MFT,25,1,FM
MFT0190,2013,1,MFT,27,1,FM
MFT0190,2014,1,MFT,25,1,FM
MFT0190,2015,1,MFT,24,1,FM
MFT0190,2016,1,MFT,24,1,FM
MFT0190,2017,1,MFT,25,1,FM
MFT0190,2018,1,MFT,26,1,FM
MFT0190,2019,1,MFT,23,1,FM
MFT0190,2020,1,MFT,26,1,FM
MFT0200,2012,1,MFT,17,2,FM
MFT0200,2013,1,MFT,26,2,FM
MFT0200,2014,1,MFT,24,2,FM
MFT0200,2015,1,MFT,29,2,FM
MFT0200,2016,1,MFT,19,2,FM
MFT0200,2017,1,MFT,28,2,FM
MFT0200,2018,1,MFT,23,1,FM
MFT0209,2012,2,MFT,4,ambos,FM
MFT0209,2013,2,MFT,2,ambos,FM
MFT0209,2014,1,MFT,2,1,FM
MFT0209,2015,1,MFT,1,2,FM
MFT0209,2016,2,MFT,4,ambos,FM
MFT0209,2017,2,MFT,3,ambos,FM
MFT0209,2018,2,MFT,2,ambos,FM
MFT0209,2019,1,MFT,1,1,FM
MFT0209,2020,2,MFT,2,ambos,FM
MFT0210,2012,1,MFT,3,1,FM
MFT0210,2013,2,MFT,5,ambos,FM
MFT0210,2014,1,MFT,6,1,FM
MFT0210,2015,2,MFT,6,ambos,FM
MFT0210,2016,2,MFT,8,ambos,FM
MFT0210,2017,2,MFT,4,ambos,FM
MFT0210,2018,2,MFT,8,ambos,FM
MFT0210,2019,2,MFT,9,ambos,FM
MFT0210,2020,2,MFT,5,ambos,FM
MFT0211,2012,1,MFT,1,1,FM
MFT0211,2013,2,MFT,3,ambos,FM
MFT0211,2014,2,MFT,2,ambos,FM
MFT0211,2015,1,MFT,1,2,FM
MFT0211,2016,1,MFT,2,2,FM
MFT0211,2017,1,MFT,2,1,FM
MFT0211,2018,2,MFT,3,ambos,FM
MFT0211,2019,2,MFT,5,ambos,FM
MFT0211,2020,2,MFT,3,ambos,FM
MFT0212,2012,2,MFT,3,ambos,FM
MFT0212,2013,1,MFT,1,1,FM
MFT0212,2015,2,MFT,5,ambos,FM
MFT0212,2016,1,MFT,1,1,FM
MFT0212,2017,1,MFT,4,2,FM
MFT0212,2018,1,MFT,2,1,FM
MFT0212,2019,1,MFT,1,1,FM
MFT0213,2012,2,MFT,13,ambos,FM
MFT0213,2013,2,MFT,9,ambos,FM
MFT0213,2014,1,MFT,7,1,FM
MFT0213,2015,2,MFT,11,ambos,FM
MFT0213,2016,2,MFT,11,ambos,FM
MFT0213,2017,2,MFT,7,ambos,FM
MFT0213,2018,2,MFT,5,ambos,FM
MFT0213,2019,1,MFT,5,1,FM
MFT0213,2020,2,MFT,6,ambos,FM
MFT0226,2012,1,MFT,23,2,FM
MFT0226,2013,1,MFT,1,1,FM
MFT0226,2014,1,MFT,1,1,FM
MFT0238,2012,2,MFT,16,ambos,FM
MFT0250,2012,2,MFT,3,ambos,FM
MFT0250,2013,2,MFT,2,ambos,FM
MFT0250,2014,1,MFT,2,2,FM
MFT0250,2015,1,MFT,2,2,FM
MFT0250,2016,1,MFT,1,2,FM
MFT0250,2017,2,MFT,3,ambos,FM
MFT0250,2018,2,MFT,2,ambos,FM
MFT0250,2019,2,MFT,2,ambos,FM
MFT0250,2020,1,MFT,1,2,FM
MFT0251,2012,1,MFT,3,2,FM
MFT0251,2013,1,MFT,1,2,FM
MFT0251,2014,2,MFT,9,ambos,FM
MFT0251,2015,1,MFT,2,2,FM
MFT0251,2016,2,MFT,5,ambos,FM
MFT0251,2017,2,MFT,6,ambos,FM
MFT0251,2018,1,MFT,6,2,FM
MFT0251,2019,2,MFT,7,ambos,FM
MFT0251,2020,2,MFT,8,ambos,FM
MFT0252,2012,1,MFT,1,2,FM
MFT0252,2013,1,MFT,2,2,FM
MFT0252,2014,2,MFT,3,ambos,FM
MFT0252,2015,1,MFT,1,1,FM
MFT0252,2016,1,MFT,1,1,FM
MFT0252,2017,2,MFT,3,ambos,FM
MFT0252,2018,2,MFT,3,ambos,FM
MFT0252,2019,1,MFT,2,2,FM
MFT0252,2020,2,MFT,5,ambos,FM
MFT0253,2012,2,MFT,6,ambos,FM
MFT0253,2013,1,MFT,3,2,FM
MFT0253,2016,2,MFT,3,ambos,FM
MFT0253,2017,1,MFT,1,1,FM
MFT0253,2018,2,MFT,3,ambos,FM
MFT0253,2019,2,MFT,4,ambos,FM
MFT0254,2012,2,MFT,15,ambos,FM
MFT0254,2013,2,MFT,7,ambos,FM
MFT0254,2014,2,MFT,12,ambos,FM
MFT0254,2015,1,MFT,3,2,FM
MFT0254,2016,2,MFT,15,ambos,FM
MFT0254,2017,2,MFT,13,ambos,FM
MFT0254,2018,2,MFT,6,ambos,FM
MFT0254,2019,2,MFT,6,ambos,FM
MFT0254,2020,1,MFT,5,2,FM
MFT0270,2012,1,MFT,29,2,FM
MFT0270,2013,1,MFT,29,2,FM
MFT0270,2014,1,MFT,23,2,FM
MFT0270,2015,1,MFT,23,2,FM
MFT0270,2016,1,MFT,22,2,FM
MFT0270,2018,1,MFT,24,2,FM
MFT0270,2019,1,MFT,25,2,FM
MFT0270,2020,1,MFT,18,2,FM
MFT0271,2012,1,MFT,27,1,FM
MFT0271,2013,1,MFT,1,1,FM
MFT0271,2014,1,MFT,1,1,FM
MFT0284,2012,1,MFT,6,1,FM
MFT0284,2013,1,MFT,7,1,FM
MFT0284,2014,1,MFT,6,1,FM
MFT0284,2015,1,MFT,5,1,FM
MFT0284,2016,1,MFT,8,1,FM
MFT0284,2017,1,MFT,5,1,FM
MFT0284,2018,1,MFT,5,1,FM
MFT0284,2019,1,MFT,4,1,FM
MFT0284,2020,1,MFT,6,1,FM
