coddis,ano,turmas,pfx,matr,semestre,unidade
CJE0600,2013,2,CJE,65,ambos,ECA
CJE0600,2014,2,CJE,65,ambos,ECA
CJE0600,2015,2,CJE,69,ambos,ECA
CJE0600,2016,2,CJE,60,ambos,ECA
CJE0600,2017,2,CJE,61,ambos,ECA
CJE0600,2018,2,CJE,63,ambos,ECA
CJE0600,2019,2,CJE,64,ambos,ECA
CJE0600,2020,2,CJE,62,ambos,ECA
CJE0601,2012,2,CJE,57,ambos,ECA
CJE0601,2013,2,CJE,54,ambos,ECA
CJE0601,2014,2,CJE,58,ambos,ECA
CJE0601,2015,2,CJE,57,ambos,ECA
CJE0601,2016,2,CJE,66,ambos,ECA
CJE0601,2017,2,CJE,61,ambos,ECA
CJE0601,2018,2,CJE,61,ambos,ECA
CJE0601,2019,2,CJE,60,ambos,ECA
CJE0601,2020,2,CJE,55,ambos,ECA
CJE0602,2012,2,CJE,52,ambos,ECA
CJE0602,2013,2,CJE,59,ambos,ECA
CJE0602,2014,2,CJE,58,ambos,ECA
CJE0602,2015,2,CJE,63,ambos,ECA
CJE0602,2016,2,CJE,57,ambos,ECA
CJE0602,2017,2,CJE,59,ambos,ECA
CJE0602,2018,2,CJE,49,ambos,ECA
CJE0602,2019,2,CJE,59,ambos,ECA
CJE0602,2020,2,CJE,50,ambos,ECA
CJE0603,2012,2,CJE,48,ambos,ECA
CJE0603,2013,2,CJE,62,ambos,ECA
CJE0603,2014,2,CJE,62,ambos,ECA
CJE0603,2015,2,CJE,58,ambos,ECA
CJE0603,2016,2,CJE,60,ambos,ECA
CJE0603,2017,2,CJE,58,ambos,ECA
CJE0603,2018,2,CJE,54,ambos,ECA
CJE0603,2019,2,CJE,59,1,ECA
CJE0603,2020,2,CJE,56,1,ECA
CJE0604,2012,2,CJE,57,ambos,ECA
CJE0604,2013,2,CJE,48,ambos,ECA
CJE0604,2014,2,CJE,54,ambos,ECA
CJE0604,2015,2,CJE,60,ambos,ECA
CJE0604,2016,2,CJE,57,ambos,ECA
CJE0604,2017,2,CJE,63,ambos,ECA
CJE0604,2018,2,CJE,71,ambos,ECA
CJE0604,2019,2,CJE,64,ambos,ECA
CJE0604,2020,2,CJE,59,ambos,ECA
CJE0606,2012,1,CJE,14,2,ECA
CJE0606,2013,1,CJE,14,2,ECA
CJE0606,2014,1,CJE,17,2,ECA
CJE0606,2015,1,CJE,14,2,ECA
CJE0606,2016,1,CJE,10,2,ECA
CJE0606,2017,1,CJE,15,2,ECA
CJE0606,2018,1,CJE,14,2,ECA
CJE0606,2019,1,CJE,22,2,ECA
CJE0606,2020,1,CJE,13,2,ECA
CJE0609,2012,1,CJE,14,2,ECA
CJE0609,2013,1,CJE,14,2,ECA
CJE0609,2014,1,CJE,16,2,ECA
CJE0609,2015,1,CJE,20,2,ECA
CJE0609,2016,1,CJE,39,2,ECA
CJE0609,2017,1,CJE,27,2,ECA
CJE0609,2018,1,CJE,24,2,ECA
CJE0609,2019,1,CJE,25,2,ECA
CJE0609,2020,1,CJE,25,2,ECA
CJE0610,2012,1,CJE,26,1,ECA
CJE0610,2013,1,CJE,22,1,ECA
CJE0610,2014,1,CJE,18,1,ECA
CJE0610,2015,1,CJE,28,1,ECA
CJE0610,2016,1,CJE,21,1,ECA
CJE0610,2017,1,CJE,13,1,ECA
CJE0610,2018,1,CJE,21,1,ECA
CJE0610,2019,1,CJE,19,1,ECA
CJE0610,2020,1,CJE,20,1,ECA
CJE0614,2012,1,CJE,22,1,ECA
CJE0614,2013,1,CJE,43,1,ECA
CJE0615,2012,2,CJE,71,ambos,ECA
CJE0615,2013,2,CJE,77,ambos,ECA
CJE0615,2014,2,CJE,84,ambos,ECA
CJE0615,2015,2,CJE,86,ambos,ECA
CJE0615,2016,2,CJE,78,ambos,ECA
CJE0615,2017,2,CJE,112,ambos,ECA
CJE0615,2018,2,CJE,87,ambos,ECA
CJE0615,2019,2,CJE,83,ambos,ECA
CJE0615,2020,2,CJE,82,ambos,ECA
CJE0619,2014,1,CJE,36,2,ECA
CJE0619,2016,1,CJE,29,1,ECA
CJE0621,2012,1,CJE,8,1,ECA
CJE0621,2013,1,CJE,21,1,ECA
CJE0621,2014,1,CJE,31,1,ECA
CJE0621,2015,1,CJE,22,1,ECA
CJE0621,2016,1,CJE,20,1,ECA
CJE0621,2017,1,CJE,26,1,ECA
CJE0621,2018,1,CJE,20,1,ECA
CJE0621,2019,1,CJE,22,1,ECA
CJE0621,2020,1,CJE,15,1,ECA
CJE0622,2012,1,CJE,31,1,ECA
CJE0622,2013,1,CJE,15,1,ECA
CJE0622,2014,1,CJE,27,1,ECA
CJE0622,2015,1,CJE,27,1,ECA
CJE0622,2016,1,CJE,24,1,ECA
CJE0622,2017,1,CJE,23,1,ECA
CJE0622,2018,1,CJE,25,1,ECA
CJE0622,2019,1,CJE,25,1,ECA
CJE0622,2020,1,CJE,14,1,ECA
CJE0623,2012,2,CJE,58,1,ECA
CJE0623,2013,2,CJE,66,1,ECA
CJE0623,2014,2,CJE,58,1,ECA
CJE0623,2015,2,CJE,64,1,ECA
CJE0625,2012,1,CJE,35,2,ECA
CJE0625,2013,1,CJE,34,2,ECA
CJE0625,2014,1,CJE,25,2,ECA
CJE0625,2015,1,CJE,17,2,ECA
CJE0625,2016,1,CJE,25,2,ECA
CJE0625,2017,1,CJE,28,2,ECA
CJE0625,2018,1,CJE,30,2,ECA
CJE0625,2019,1,CJE,29,2,ECA
CJE0625,2020,1,CJE,22,2,ECA
CJE0626,2012,1,CJE,17,1,ECA
CJE0626,2013,1,CJE,23,1,ECA
CJE0626,2014,1,CJE,23,1,ECA
CJE0626,2015,1,CJE,22,1,ECA
CJE0626,2016,1,CJE,30,1,ECA
CJE0626,2017,1,CJE,35,1,ECA
CJE0626,2018,1,CJE,27,1,ECA
CJE0626,2019,1,CJE,28,1,ECA
CJE0626,2020,1,CJE,19,1,ECA
CJE0629,2012,2,CJE,88,2,ECA
CJE0629,2013,2,CJE,78,2,ECA
CJE0629,2014,2,CJE,83,2,ECA
CJE0629,2015,2,CJE,78,2,ECA
CJE0629,2016,2,CJE,73,2,ECA
CJE0629,2017,2,CJE,81,2,ECA
CJE0629,2018,2,CJE,84,2,ECA
CJE0629,2019,3,CJE,83,2,ECA
CJE0629,2020,3,CJE,85,2,ECA
CJE0632,2012,1,CJE,30,1,ECA
CJE0632,2018,1,CJE,24,1,ECA
CJE0633,2012,1,CJE,29,1,ECA
CJE0633,2013,1,CJE,26,1,ECA
CJE0633,2015,1,CJE,35,1,ECA
CJE0633,2016,1,CJE,23,2,ECA
CJE0633,2017,1,CJE,22,2,ECA
CJE0633,2018,1,CJE,24,2,ECA
CJE0634,2012,1,CJE,34,2,ECA
CJE0634,2013,1,CJE,43,2,ECA
CJE0634,2014,1,CJE,41,2,ECA
CJE0634,2015,1,CJE,59,2,ECA
CJE0634,2016,1,CJE,54,2,ECA
CJE0634,2017,1,CJE,60,2,ECA
CJE0634,2018,1,CJE,77,2,ECA
CJE0635,2012,1,CJE,10,2,ECA
CJE0635,2013,1,CJE,27,2,ECA
CJE0635,2014,1,CJE,32,2,ECA
CJE0636,2012,1,CJE,19,1,ECA
CJE0636,2013,1,CJE,7,1,ECA
CJE0636,2014,1,CJE,15,1,ECA
CJE0636,2015,1,CJE,15,1,ECA
CJE0636,2016,1,CJE,14,1,ECA
CJE0636,2017,1,CJE,10,1,ECA
CJE0636,2018,1,CJE,13,1,ECA
CJE0636,2019,1,CJE,16,1,ECA
CJE0636,2020,1,CJE,15,1,ECA
CJE0637,2012,1,CJE,20,1,ECA
CJE0637,2014,1,CJE,13,1,ECA
CJE0637,2015,1,CJE,18,2,ECA
CJE0638,2012,1,CJE,12,2,ECA
CJE0638,2015,1,CJE,13,1,ECA
CJE0638,2016,2,CJE,24,ambos,ECA
CJE0638,2017,2,CJE,14,ambos,ECA
CJE0638,2018,1,CJE,10,2,ECA
CJE0638,2019,2,CJE,12,ambos,ECA
CJE0638,2020,2,CJE,9,ambos,ECA
CJE0640,2012,1,CJE,19,2,ECA
CJE0640,2013,1,CJE,17,2,ECA
CJE0640,2014,1,CJE,14,2,ECA
CJE0640,2015,1,CJE,12,2,ECA
CJE0640,2016,1,CJE,15,2,ECA
CJE0640,2017,1,CJE,17,2,ECA
CJE0640,2018,1,CJE,16,2,ECA
CJE0640,2019,1,CJE,18,2,ECA
CJE0640,2020,1,CJE,16,2,ECA
CJE0641,2012,1,CJE,16,1,ECA
CJE0641,2013,1,CJE,14,1,ECA
CJE0641,2014,1,CJE,18,1,ECA
CJE0641,2015,1,CJE,14,1,ECA
CJE0641,2016,1,CJE,13,1,ECA
CJE0641,2017,1,CJE,17,1,ECA
CJE0641,2018,1,CJE,20,1,ECA
CJE0641,2019,1,CJE,20,1,ECA
CJE0641,2020,1,CJE,14,1,ECA
CJE0642,2012,1,CJE,14,1,ECA
CJE0642,2013,1,CJE,13,1,ECA
CJE0642,2014,1,CJE,18,1,ECA
CJE0642,2015,1,CJE,13,1,ECA
CJE0642,2016,1,CJE,13,1,ECA
CJE0642,2017,1,CJE,16,1,ECA
CJE0642,2018,1,CJE,15,1,ECA
CJE0642,2019,1,CJE,17,1,ECA
CJE0642,2020,1,CJE,17,1,ECA
CJE0643,2012,1,CJE,16,2,ECA
CJE0643,2013,1,CJE,18,2,ECA
CJE0643,2014,1,CJE,12,2,ECA
CJE0643,2015,1,CJE,15,2,ECA
CJE0643,2016,1,CJE,14,2,ECA
CJE0643,2017,1,CJE,11,2,ECA
CJE0643,2018,1,CJE,13,2,ECA
CJE0643,2019,1,CJE,14,2,ECA
CJE0643,2020,1,CJE,14,2,ECA
CJE0644,2012,1,CJE,15,2,ECA
CJE0644,2013,1,CJE,27,2,ECA
CJE0644,2014,1,CJE,20,2,ECA
CJE0644,2015,1,CJE,22,2,ECA
CJE0644,2016,1,CJE,22,2,ECA
CJE0644,2017,1,CJE,23,2,ECA
CJE0644,2018,1,CJE,26,2,ECA
CJE0644,2019,1,CJE,22,2,ECA
CJE0644,2020,1,CJE,30,2,ECA
CJE0645,2017,1,CJE,6,1,ECA
CJE0645,2018,2,CJE,10,ambos,ECA
CJE0645,2019,2,CJE,11,ambos,ECA
CJE0645,2020,2,CJE,14,ambos,ECA
CJE0646,2016,1,CJE,13,1,ECA
CJE0646,2018,1,CJE,13,1,ECA
CJE0647,2013,2,CJE,22,ambos,ECA
CJE0647,2014,2,CJE,10,ambos,ECA
CJE0647,2015,1,CJE,1,1,ECA
CJE0647,2016,2,CJE,9,ambos,ECA
CJE0647,2017,2,CJE,7,ambos,ECA
CJE0647,2018,1,CJE,1,2,ECA
CJE0647,2019,2,CJE,5,ambos,ECA
CJE0648,2017,1,CJE,13,1,ECA
CJE0648,2018,1,CJE,14,1,ECA
CJE0648,2019,1,CJE,17,1,ECA
CJE0648,2020,1,CJE,19,1,ECA
CJE0649,2014,2,CJE,61,ambos,ECA
CJE0649,2015,2,CJE,63,ambos,ECA
CJE0649,2016,2,CJE,60,ambos,ECA
CJE0649,2017,2,CJE,59,ambos,ECA
CJE0649,2018,2,CJE,48,ambos,ECA
CJE0649,2019,2,CJE,63,ambos,ECA
CJE0649,2020,2,CJE,51,ambos,ECA
CJE0650,2015,1,CJE,32,2,ECA
CJE0650,2017,1,CJE,43,2,ECA
CJE0650,2018,1,CJE,39,1,ECA
CJE0650,2019,1,CJE,38,1,ECA
CJE0651,2020,3,CJE,3,2,ECA
CJE0652,2020,1,CJE,21,2,ECA
CJE0653,2019,2,CJE,57,ambos,ECA
CJE0653,2020,2,CJE,69,ambos,ECA
CJE0655,2020,2,CJE,72,ambos,ECA
CJE0656,2020,2,CJE,71,ambos,ECA
CJE0657,2017,2,CJE,60,1,ECA
CJE0657,2018,2,CJE,60,1,ECA
CJE0657,2019,2,CJE,63,1,ECA
CJE0657,2020,2,CJE,73,1,ECA
CJE0658,2018,1,CJE,28,2,ECA
CJE0658,2019,2,CJE,75,ambos,ECA
CJE0658,2020,2,CJE,51,ambos,ECA
CJE0659,2019,2,CJE,7,ambos,ECA
CJE0659,2020,2,CJE,8,ambos,ECA
CJE0660,2017,2,CJE,59,ambos,ECA
CJE0660,2018,2,CJE,62,ambos,ECA
CJE0660,2019,2,CJE,64,ambos,ECA
CJE0660,2020,2,CJE,77,ambos,ECA
CJE0661,2019,2,CJE,53,ambos,ECA
CJE0661,2020,2,CJE,23,ambos,ECA
CJE0662,2020,2,CJE,32,ambos,ECA
CJE0664,2018,2,CJE,46,ambos,ECA
CJE0665,2019,2,CJE,6,ambos,ECA
CJE0665,2020,2,CJE,6,ambos,ECA
CJE0666,2019,2,CJE,15,ambos,ECA
CJE0666,2020,2,CJE,10,ambos,ECA
CJE0667,2017,1,CJE,36,2,ECA
CJE0667,2018,1,CJE,24,2,ECA
CJE0668,2018,1,CJE,30,2,ECA
CJE0669,2019,1,CJE,42,2,ECA
CJE0670,2020,1,CJE,9,2,ECA
CMU0230,2012,1,CMU,44,1,ECA
CMU0230,2013,1,CMU,46,1,ECA
CMU0230,2014,1,CMU,37,1,ECA
CMU0230,2015,1,CMU,37,1,ECA
CMU0230,2016,1,CMU,36,1,ECA
CMU0230,2017,1,CMU,52,1,ECA
CMU0230,2018,1,CMU,56,1,ECA
CMU0230,2019,1,CMU,42,1,ECA
CMU0230,2020,1,CMU,37,1,ECA
CMU0231,2012,1,CMU,42,2,ECA
CMU0231,2013,1,CMU,48,2,ECA
CMU0231,2014,1,CMU,40,2,ECA
CMU0231,2015,1,CMU,39,2,ECA
CMU0231,2016,1,CMU,38,2,ECA
CMU0231,2017,1,CMU,45,2,ECA
CMU0231,2018,1,CMU,52,2,ECA
CMU0231,2019,1,CMU,44,2,ECA
CMU0231,2020,1,CMU,35,2,ECA
CMU0232,2012,1,CMU,23,1,ECA
CMU0232,2013,1,CMU,39,1,ECA
CMU0232,2014,1,CMU,43,1,ECA
CMU0232,2015,1,CMU,38,1,ECA
CMU0232,2016,1,CMU,37,1,ECA
CMU0232,2017,1,CMU,32,1,ECA
CMU0232,2018,1,CMU,43,1,ECA
CMU0232,2019,1,CMU,48,1,ECA
CMU0232,2020,1,CMU,45,1,ECA
CMU0233,2012,1,CMU,24,2,ECA
CMU0233,2013,1,CMU,38,2,ECA
CMU0233,2014,1,CMU,42,2,ECA
CMU0233,2015,1,CMU,35,2,ECA
CMU0233,2016,1,CMU,34,2,ECA
CMU0233,2017,1,CMU,31,2,ECA
CMU0233,2018,1,CMU,46,2,ECA
CMU0233,2019,1,CMU,51,2,ECA
CMU0233,2020,1,CMU,47,2,ECA
CMU0260,2012,2,CMU,23,1,ECA
CMU0260,2013,1,CMU,34,1,ECA
CMU0260,2014,4,CMU,26,1,ECA
CMU0260,2015,4,CMU,20,1,ECA
CMU0260,2016,4,CMU,27,1,ECA
CMU0260,2017,4,CMU,30,1,ECA
CMU0260,2018,4,CMU,29,1,ECA
CMU0260,2019,4,CMU,22,1,ECA
CMU0260,2020,4,CMU,21,1,ECA
CMU0261,2012,1,CMU,19,2,ECA
CMU0261,2013,1,CMU,23,2,ECA
CMU0261,2014,4,CMU,25,2,ECA
CMU0261,2015,4,CMU,19,2,ECA
CMU0261,2016,4,CMU,16,2,ECA
CMU0261,2017,4,CMU,23,2,ECA
CMU0261,2018,4,CMU,31,2,ECA
CMU0261,2019,4,CMU,21,2,ECA
CMU0261,2020,4,CMU,20,2,ECA
CMU0272,2012,12,CMU,19,1,ECA
CMU0272,2013,10,CMU,16,1,ECA
CMU0272,2014,8,CMU,19,1,ECA
CMU0272,2015,11,CMU,23,1,ECA
CMU0272,2016,9,CMU,15,1,ECA
CMU0273,2012,12,CMU,21,2,ECA
CMU0273,2013,8,CMU,14,2,ECA
CMU0273,2014,9,CMU,19,2,ECA
CMU0273,2015,10,CMU,23,2,ECA
CMU0273,2016,9,CMU,15,2,ECA
CMU0274,2012,6,CMU,12,1,ECA
CMU0274,2013,11,CMU,19,1,ECA
CMU0274,2014,8,CMU,17,1,ECA
CMU0274,2015,8,CMU,17,1,ECA
CMU0274,2016,12,CMU,25,1,ECA
CMU0274,2017,8,CMU,12,1,ECA
CMU0275,2012,7,CMU,13,2,ECA
CMU0275,2013,11,CMU,21,2,ECA
CMU0275,2014,7,CMU,12,2,ECA
CMU0275,2015,9,CMU,17,2,ECA
CMU0275,2016,11,CMU,23,2,ECA
CMU0275,2017,9,CMU,11,2,ECA
CMU0276,2012,8,CMU,11,1,ECA
CMU0276,2013,9,CMU,13,1,ECA
CMU0276,2014,11,CMU,21,1,ECA
CMU0276,2015,8,CMU,12,1,ECA
CMU0276,2016,10,CMU,18,1,ECA
CMU0276,2017,11,CMU,21,1,ECA
CMU0276,2018,7,CMU,11,1,ECA
CMU0277,2012,8,CMU,11,2,ECA
CMU0277,2013,8,CMU,11,2,ECA
CMU0277,2014,10,CMU,15,2,ECA
CMU0277,2015,9,CMU,14,2,ECA
CMU0277,2016,9,CMU,16,2,ECA
CMU0277,2017,12,CMU,25,2,ECA
CMU0277,2018,7,CMU,10,2,ECA
CMU0278,2012,13,CMU,14,1,ECA
CMU0278,2013,11,CMU,14,1,ECA
CMU0278,2014,10,CMU,12,ambos,ECA
CMU0278,2015,10,CMU,15,1,ECA
CMU0278,2016,4,CMU,7,1,ECA
CMU0278,2017,11,CMU,22,1,ECA
CMU0278,2018,12,CMU,21,1,ECA
CMU0278,2019,7,CMU,12,1,ECA
CMU0279,2012,16,CMU,19,ambos,ECA
CMU0279,2013,9,CMU,10,ambos,ECA
CMU0279,2014,9,CMU,11,ambos,ECA
CMU0279,2015,12,CMU,19,ambos,ECA
CMU0279,2016,7,CMU,9,ambos,ECA
CMU0279,2017,11,CMU,19,ambos,ECA
CMU0279,2018,14,CMU,22,ambos,ECA
CMU0279,2019,8,CMU,13,ambos,ECA
CMU0300,2012,6,CMU,47,ambos,ECA
CMU0300,2013,6,CMU,40,ambos,ECA
CMU0300,2014,6,CMU,22,ambos,ECA
CMU0300,2015,5,CMU,28,ambos,ECA
CMU0300,2016,6,CMU,21,ambos,ECA
CMU0300,2017,5,CMU,23,ambos,ECA
CMU0300,2018,5,CMU,45,ambos,ECA
CMU0300,2019,5,CMU,43,ambos,ECA
CMU0300,2020,5,CMU,18,ambos,ECA
CMU0301,2012,2,CMU,13,ambos,ECA
CMU0301,2013,2,CMU,17,ambos,ECA
CMU0301,2014,2,CMU,18,ambos,ECA
CMU0301,2015,2,CMU,14,ambos,ECA
CMU0301,2016,2,CMU,16,ambos,ECA
CMU0301,2017,2,CMU,16,ambos,ECA
CMU0301,2018,2,CMU,7,ambos,ECA
CMU0301,2019,2,CMU,5,ambos,ECA
CMU0301,2020,2,CMU,4,ambos,ECA
CMU0306,2012,1,CMU,40,1,ECA
CMU0306,2013,1,CMU,42,1,ECA
CMU0306,2014,1,CMU,40,1,ECA
CMU0306,2015,1,CMU,38,1,ECA
CMU0306,2016,1,CMU,36,1,ECA
CMU0306,2017,1,CMU,51,1,ECA
CMU0306,2018,1,CMU,49,1,ECA
CMU0306,2019,1,CMU,39,1,ECA
CMU0306,2020,1,CMU,39,1,ECA
CMU0307,2012,1,CMU,40,2,ECA
CMU0307,2013,1,CMU,38,2,ECA
CMU0307,2014,1,CMU,41,2,ECA
CMU0307,2015,1,CMU,36,2,ECA
CMU0307,2016,1,CMU,33,2,ECA
CMU0307,2017,1,CMU,50,2,ECA
CMU0307,2018,1,CMU,49,2,ECA
CMU0307,2019,1,CMU,39,2,ECA
CMU0307,2020,1,CMU,36,2,ECA
CMU0308,2012,1,CMU,17,1,ECA
CMU0308,2013,1,CMU,10,1,ECA
CMU0308,2014,1,CMU,14,1,ECA
CMU0308,2015,1,CMU,15,1,ECA
CMU0308,2016,1,CMU,5,1,ECA
CMU0308,2017,1,CMU,13,1,ECA
CMU0308,2018,1,CMU,16,1,ECA
CMU0308,2019,1,CMU,12,1,ECA
CMU0308,2020,1,CMU,12,1,ECA
CMU0309,2012,1,CMU,8,2,ECA
CMU0309,2013,1,CMU,8,2,ECA
CMU0309,2014,1,CMU,12,2,ECA
CMU0309,2015,1,CMU,16,2,ECA
CMU0309,2016,1,CMU,3,2,ECA
CMU0309,2017,1,CMU,9,2,ECA
CMU0309,2018,1,CMU,15,2,ECA
CMU0309,2019,1,CMU,10,2,ECA
CMU0309,2020,1,CMU,11,2,ECA
CMU0322,2012,1,CMU,32,1,ECA
CMU0322,2013,1,CMU,43,1,ECA
CMU0322,2014,1,CMU,33,1,ECA
CMU0322,2015,1,CMU,40,1,ECA
CMU0322,2016,1,CMU,47,1,ECA
CMU0322,2017,1,CMU,35,1,ECA
CMU0322,2018,1,CMU,37,1,ECA
CMU0322,2019,1,CMU,19,1,ECA
CMU0322,2020,1,CMU,62,1,ECA
CMU0323,2012,1,CMU,34,2,ECA
CMU0323,2013,1,CMU,35,2,ECA
CMU0323,2014,1,CMU,30,2,ECA
CMU0323,2015,1,CMU,45,2,ECA
CMU0323,2016,1,CMU,41,2,ECA
CMU0323,2017,1,CMU,29,2,ECA
CMU0323,2018,1,CMU,35,2,ECA
CMU0323,2019,1,CMU,20,2,ECA
CMU0323,2020,1,CMU,77,2,ECA
CMU0326,2012,1,CMU,16,1,ECA
CMU0326,2013,1,CMU,8,1,ECA
CMU0326,2014,1,CMU,9,1,ECA
CMU0326,2015,1,CMU,16,1,ECA
CMU0326,2016,1,CMU,2,1,ECA
CMU0326,2017,1,CMU,4,1,ECA
CMU0326,2018,1,CMU,5,1,ECA
CMU0326,2019,1,CMU,7,1,ECA
CMU0326,2020,1,CMU,8,1,ECA
CMU0327,2012,1,CMU,15,2,ECA
CMU0327,2013,1,CMU,7,2,ECA
CMU0327,2014,1,CMU,8,2,ECA
CMU0327,2015,1,CMU,15,2,ECA
CMU0327,2016,1,CMU,3,2,ECA
CMU0327,2017,1,CMU,4,2,ECA
CMU0327,2018,1,CMU,3,2,ECA
CMU0327,2019,1,CMU,8,2,ECA
CMU0327,2020,1,CMU,10,2,ECA
CMU0342,2012,1,CMU,5,1,ECA
CMU0342,2013,1,CMU,8,1,ECA
CMU0342,2014,1,CMU,1,1,ECA
CMU0342,2015,1,CMU,6,1,ECA
CMU0342,2016,1,CMU,7,1,ECA
CMU0342,2017,1,CMU,16,1,ECA
CMU0342,2018,1,CMU,6,1,ECA
CMU0342,2019,1,CMU,9,1,ECA
CMU0342,2020,1,CMU,12,1,ECA
CMU0343,2012,1,CMU,3,2,ECA
CMU0343,2013,1,CMU,9,2,ECA
CMU0343,2014,1,CMU,1,2,ECA
CMU0343,2015,1,CMU,4,2,ECA
CMU0343,2016,1,CMU,5,2,ECA
CMU0343,2017,1,CMU,16,2,ECA
CMU0343,2018,1,CMU,7,2,ECA
CMU0343,2019,1,CMU,9,2,ECA
CMU0343,2020,1,CMU,12,2,ECA
CMU0344,2012,2,CMU,3,1,ECA
CMU0344,2013,1,CMU,4,1,ECA
CMU0344,2014,1,CMU,3,1,ECA
CMU0344,2015,1,CMU,4,1,ECA
CMU0344,2016,1,CMU,6,1,ECA
CMU0344,2017,1,CMU,9,1,ECA
CMU0344,2018,1,CMU,6,1,ECA
CMU0344,2019,1,CMU,6,1,ECA
CMU0344,2020,1,CMU,6,1,ECA
CMU0345,2013,1,CMU,5,2,ECA
CMU0345,2014,1,CMU,3,2,ECA
CMU0345,2015,1,CMU,4,2,ECA
CMU0345,2016,1,CMU,5,2,ECA
CMU0345,2017,1,CMU,9,2,ECA
CMU0345,2018,1,CMU,6,2,ECA
CMU0345,2019,1,CMU,6,2,ECA
CMU0345,2020,1,CMU,8,2,ECA
CMU0346,2012,2,CMU,4,1,ECA
CMU0346,2014,1,CMU,5,1,ECA
CMU0346,2015,1,CMU,3,1,ECA
CMU0346,2016,1,CMU,3,1,ECA
CMU0346,2017,1,CMU,4,1,ECA
CMU0346,2018,1,CMU,8,1,ECA
CMU0346,2019,1,CMU,6,1,ECA
CMU0346,2020,1,CMU,7,1,ECA
CMU0347,2012,1,CMU,39,1,ECA
CMU0347,2013,1,CMU,42,1,ECA
CMU0347,2014,1,CMU,40,1,ECA
CMU0347,2015,1,CMU,38,1,ECA
CMU0347,2016,1,CMU,40,1,ECA
CMU0347,2017,1,CMU,52,1,ECA
CMU0347,2018,1,CMU,53,1,ECA
CMU0347,2019,1,CMU,45,1,ECA
CMU0347,2020,1,CMU,39,1,ECA
CMU0349,2012,1,CMU,38,2,ECA
CMU0349,2013,1,CMU,40,2,ECA
CMU0349,2014,1,CMU,46,2,ECA
CMU0349,2015,1,CMU,46,2,ECA
CMU0349,2016,1,CMU,39,2,ECA
CMU0349,2017,1,CMU,56,2,ECA
CMU0349,2018,1,CMU,52,2,ECA
CMU0349,2019,1,CMU,46,2,ECA
CMU0349,2020,1,CMU,47,2,ECA
CMU0350,2012,1,CMU,30,1,ECA
CMU0350,2013,1,CMU,39,1,ECA
CMU0350,2014,1,CMU,37,1,ECA
CMU0350,2015,1,CMU,40,1,ECA
CMU0350,2016,1,CMU,41,1,ECA
CMU0350,2017,1,CMU,31,1,ECA
CMU0350,2018,1,CMU,48,1,ECA
CMU0350,2019,1,CMU,47,1,ECA
CMU0350,2020,1,CMU,38,1,ECA
CMU0351,2012,1,CMU,35,2,ECA
CMU0351,2013,1,CMU,39,2,ECA
CMU0351,2014,1,CMU,33,2,ECA
CMU0351,2015,1,CMU,32,2,ECA
CMU0351,2016,1,CMU,43,2,ECA
CMU0351,2017,1,CMU,29,2,ECA
CMU0351,2018,1,CMU,51,2,ECA
CMU0351,2019,1,CMU,51,2,ECA
CMU0351,2020,1,CMU,39,2,ECA
CMU0366,2012,1,CMU,30,1,ECA
CMU0366,2013,1,CMU,28,1,ECA
CMU0366,2014,1,CMU,40,1,ECA
CMU0366,2015,1,CMU,40,1,ECA
CMU0366,2016,1,CMU,32,1,ECA
CMU0366,2017,1,CMU,30,1,ECA
CMU0366,2018,1,CMU,25,1,ECA
CMU0366,2019,1,CMU,56,1,ECA
CMU0366,2020,1,CMU,38,1,ECA
CMU0367,2012,1,CMU,30,2,ECA
CMU0367,2013,1,CMU,35,2,ECA
CMU0367,2014,1,CMU,39,2,ECA
CMU0367,2015,1,CMU,39,2,ECA
CMU0367,2016,1,CMU,36,2,ECA
CMU0367,2017,1,CMU,34,2,ECA
CMU0367,2018,1,CMU,26,2,ECA
CMU0367,2019,1,CMU,57,2,ECA
CMU0367,2020,1,CMU,39,2,ECA
CMU0368,2013,1,CMU,1,1,ECA
CMU0368,2014,1,CMU,4,1,ECA
CMU0368,2016,1,CMU,1,1,ECA
CMU0368,2017,2,CMU,4,ambos,ECA
CMU0368,2018,1,CMU,1,2,ECA
CMU0368,2019,1,CMU,2,2,ECA
CMU0369,2014,1,CMU,3,2,ECA
CMU0369,2015,1,CMU,2,2,ECA
CMU0369,2016,1,CMU,1,2,ECA
CMU0369,2017,2,CMU,4,ambos,ECA
CMU0369,2019,1,CMU,2,1,ECA
CMU0369,2020,1,CMU,1,2,ECA
CMU0370,2012,1,CMU,3,1,ECA
CMU0370,2014,1,CMU,1,1,ECA
CMU0370,2015,1,CMU,3,1,ECA
CMU0370,2016,1,CMU,2,1,ECA
CMU0370,2017,2,CMU,3,ambos,ECA
CMU0370,2018,1,CMU,3,1,ECA
CMU0370,2019,1,CMU,1,2,ECA
CMU0371,2012,1,CMU,3,2,ECA
CMU0371,2015,1,CMU,2,2,ECA
CMU0371,2016,2,CMU,2,ambos,ECA
CMU0371,2017,1,CMU,3,2,ECA
CMU0371,2018,1,CMU,3,2,ECA
CMU0371,2020,1,CMU,1,1,ECA
CMU0380,2012,12,CMU,24,1,ECA
CMU0380,2013,8,CMU,12,1,ECA
CMU0380,2014,7,CMU,14,1,ECA
CMU0380,2015,10,CMU,14,1,ECA
