coddis	codtur	matr
0110660	2013106	1
0110660	2013107	1
0110660	2013108	1
0110660	2013109	1
0110660	2013110	1
0110660	2013201	1
0110660	2013202	1
0110660	2013203	1
0110660	2013204	2
0110660	2013205	1
0110660	2013206	1
0110660	2013207	1
0110660	2013208	1
0110660	2013209	1
0110660	2013210	1
0110660	2013211	1
0110660	2013212	1
0110660	2013213	1
0110660	2013214	1
0110660	2013215	1
0110660	2013216	2
0110660	2013217	1
0110660	2013218	1
0110670	2013101	1
0110670	2013102	1
0110670	2013201	1
0110670	2013202	1
0110680	2013101	1
0110680	2013102	1
0110680	2013103	1
0110680	2013104	1
0110680	2013201	1
0110680	2013202	2
0110680	2013203	1
0110688	2013201	27
0110690	2013101	1
0110690	2013201	1
0110710	2013101	2
0111000	2013101	1
0111000	2013102	4
0111000	2013103	2
0111000	2013104	2
0111000	2013105	3
0111000	2013106	1
0111000	2013107	1
0111000	2013108	1
0111000	2013109	1
0111000	2013110	2
0111000	2013111	1
0111000	2013112	2
0111000	2013113	1
0111000	2013114	5
0111000	2013115	2
0111000	2013116	2
0111000	2013117	3
0111000	2013118	1
0111000	2013119	1
0111000	2013120	1
0111000	2013121	1
0111000	2013122	1
0111000	2013123	2
0111000	2013124	1
0111000	2013125	2
0111000	2013126	2
0111000	2013127	1
0111000	2013128	2
0111000	2013129	1
0111000	2013130	1
0111000	2013131	1
0111000	2013132	2
0111000	2013133	2
0111000	2013134	1
0111000	2013135	1
0111000	2013136	2
0111000	2013137	2
0111000	2013138	1
0111000	2013139	1
0111000	2013140	1
0111000	2013141	1
0111000	2013142	1
0111000	2013201	1
0111000	2013202	1
0111000	2013203	1
0111000	2013204	1
0111000	2013205	1
0111000	2013206	1
0111000	2013207	2
0111000	2013208	4
0111000	2013209	2
0111000	2013210	1
0111000	2013211	1
0111000	2013212	8
0111000	2013213	1
0111000	2013214	3
0111000	2013215	3
0111000	2013216	1
0111000	2013217	2
0111000	2013218	1
0111000	2013219	2
0111000	2013220	2
0111000	2013221	3
0111000	2013222	1
0111000	2013223	2
0111000	2013224	1
0111000	2013225	1
0111000	2013226	3
0111000	2013227	2
0111000	2013228	1
0111000	2013229	1
0111000	2013230	1
0111000	2013231	1
0111000	2013232	2
0111000	2013233	1
0111000	2013234	3
0111000	2013235	1
0111000	2013236	1
0111000	2013237	8
0111000	2013238	1
0111000	2013239	1
0111000	2013240	1
0111000	2013241	1
0111000	2013242	1
0111000	2013243	2
0111000	2013244	1
0111000	2013245	5
0111000	2013246	3
0111000	2013247	1
0111000	2013248	1
0111000	2013249	1
0111000	2013250	1
0111000	2013251	5
0111000	2013252	1
0111000	2013253	1
0111000	2013254	1
0111000	2013255	1
0111000	2013256	2
0111000	2013257	2
0111000	2013258	1
0111000	2013259	1
0111000	2013260	3
0111000	2013261	1
0111000	2013262	3
0111000	2013263	1
0111000	2013264	1
0111000	2013266	1
0111000	2013267	1
0112000	2013101	1
0112000	2013102	3
0112000	2013103	1
0112000	2013104	1
0112000	2013105	1
0112000	2013106	2
0112000	2013107	1
0112000	2013108	1
0112000	2013201	1
0112000	2013202	1
0112000	2013203	3
0112000	2013204	3
0112000	2013205	2
0112000	2013206	2
0112000	2013207	3
0112000	2013208	1
0112000	2013209	1
0112000	2013210	1
0112000	2013211	1
0112000	2013212	1
0200101	2013152	93
0200101	2013154	70
0200102	2013152	84
0200102	2013154	64
0200103	2013254	104
0200104	2013160	19
0200104	2013260	456
0300001	2013101	101
0300001	2013201	37
0300002	2013101	35
0300002	2013201	98
0300021	2013101	181
0410107	2013101	79
0410107	2013102	70
0410107	2013111	78
0410107	2013112	69
0410109	2013101	60
0410109	2013102	61
0410109	2013111	60
0410109	2013112	61
0410111	2013101	17
0410111	2013102	19
0410113	2013101	61
0410113	2013102	66
0410113	2013111	61
0410113	2013112	66
0410117	2013101	71
0410117	2013102	48
0410301	2013201	10
0410301	2013202	5
0410301	2013211	10
0410301	2013212	5
0410401	2013101	9
0410401	2013111	8
0410403	2013102	17
0410511	2013103	2
0410511	2013104	1
0410511	2013203	1
0410511	2013204	1
0410511	2013205	1
0410513	2013101	15
0410513	2013102	8
0410513	2013103	7
0410513	2013104	4
0410513	2013105	5
0410513	2013201	14
0410513	2013202	5
0410513	2013203	7
0410513	2013204	7
0410513	2013205	8
0410515	2013201	19
0410515	2013202	36
0411201	2013101	35
0411201	2013102	34
0411202	2013201	18
0411202	2013202	28
0411203	2013101	31
0411203	2013102	21
0411204	2013201	28
0411204	2013202	23
0411206	2013201	62
0411206	2013202	62
0420100	2013201	81
0420102	2013101	1
0420103	2013201	2
0420104	2013101	4
0420105	2013201	5
0420107	2013101	42
0420107	2013111	42
0420108	2013201	36
0420108	2013211	36
0420109	2013101	34
0420110	2013201	29
0420110	2013211	29
0420111	2013101	34
0420112	2013201	27
0420112	2013211	27
0420113	2013201	31
0420124	2013101	42
0420125	2013201	37
0420125	2013211	37
0420127	2013101	80
0420127	2013111	35
0420127	2013112	36
0420128	2013201	81
0420129	2013101	72
0420129	2013111	72
0440001	2013210	9
0440001	2013211	6
0440001	2013212	2
0440001	2013213	1
0440002	2013110	30
0440002	2013111	9
0440002	2013112	9
0440002	2013113	8
0440041	2013110	14
0440041	2013111	5
0440041	2013112	9
0440100	2013110	57
0440100	2013111	23
0440100	2013112	17
0440100	2013113	17
0440101	2013110	47
0440101	2013111	24
0440101	2013112	23
0440102	2013110	51
0440201	2013110	11
0440201	2013111	5
0440201	2013112	6
0440220	2013110	45
0440220	2013111	25
0440220	2013112	20
0440221	2013110	46
0440221	2013111	19
0440221	2013112	7
0440221	2013113	14
0440221	2013114	7
0440222	2013210	39
0440222	2013211	19
0440222	2013212	20
0440302	2013210	3
0440302	2013211	3
0440312	2013210	26
0440312	2013211	26
0440314	2013210	16
0440318	2013110	30
0440318	2013111	30
0440319	2013101	52
0440320	2013210	48
0440320	2013211	16
0440320	2013212	8
0440320	2013213	8
0440320	2013214	8
0440320	2013215	8
0440401	2013101	22
0440407	2013110	23
0440413	2013110	20
0440413	2013111	19
0440415	2013110	53
0440415	2013111	30
0440415	2013112	23
0440416	2013210	53
0440416	2013211	24
0440416	2013212	24
0440418	2013210	17
0440418	2013211	9
0440418	2013212	6
0440420	2013110	33
0440420	2013111	9
0440420	2013112	9
0440420	2013113	5
0440420	2013114	4
0440420	2013115	5
0440493	2013110	5
0440494	2013210	5
0440500	2013101	51
0440500	2013111	6
0440501	2013110	13
0440501	2013210	9
0440607	2013210	25
0440607	2013211	12
0440607	2013212	11
0440609	2013210	18
0440620	2013110	30
0440620	2013111	14
0440620	2013112	15
0440620	2013120	42
0440620	2013121	22
0440620	2013122	20
0440620	2013130	42
0440620	2013131	20
0440620	2013132	18
0440620	2013210	52
0440620	2013211	31
0440620	2013212	19
0440620	2013220	56
0440620	2013221	28
0440620	2013222	28
0440620	2013230	30
0440620	2013231	16
0440620	2013232	14
0440620	2013240	64
0440620	2013241	35
0440620	2013242	28
0440620	2013250	54
0440620	2013251	30
0440620	2013252	24
0440620	2013260	57
0440620	2013261	30
0440620	2013262	27
0440621	2013110	56
0440621	2013111	26
0440621	2013112	29
0440621	2013120	50
0440621	2013121	26
0440621	2013122	24
0500058	2013202	23
0500059	2013101	24
0510044	20131TA	88
0510044	20132TB	95
0510205	2013101	16
0510205	2013103	15
0510205	2013105	15
0510205	2013106	12
0510205	2013108	14
0510205	2013111	15
0510205	2013202	16
0510205	2013204	14
0510205	2013207	14
0510205	2013209	17
0510205	2013210	15
0510205	2013212	15
0510207	2013114	167
0510207	2013214	2
0510221	2013101	15
0510221	2013103	15
0510221	2013105	15
0510221	2013106	12
0510221	2013108	14
0510221	2013111	15
0510221	2013202	16
0510221	2013204	14
0510221	2013207	13
0510221	2013209	16
0510221	2013210	15
0510221	2013212	15
0510222	2013101	16
0510222	2013104	14
0510222	2013105	14
0510222	2013106	14
0510222	2013108	13
0510222	2013110	14
0510222	2013202	15
0510222	2013203	13
0510222	2013207	15
0510222	2013209	14
0510222	2013211	12
0510222	2013212	15
0510228	20131TB	90
0510228	20132TA	86
0510238	20131B1	44
0510238	20131B2	40
0510238	20132A1	41
0510238	20132A2	41
0701201	2013101	77
0701202	2013101	78
0701203	2013201	76
0701204	2013101	73
0701205	2013101	76
0701206	2013201	68
0701207	2013201	69
0701208	2013101	72
0701209	2013201	22
0701209	2013202	26
0701210	2013201	22
0701210	2013202	26
0701251	2013101	20
0701255	2013101	19
0740011	2013109	30
0740011	2013209	10
0740013	2013107	34
0740014	2013208	28
0740015	2013103	35
0740016	2013204	70
0740017	2013105	17
0740018	2013206	17
0740019	2013107	11
0740020	2013208	9
0800004	2013104	15
0800004	2013201	40
0800004	2013202	36
0800004	2013204	46
0800004	2013211	27
0800004	2013214	22
0800004	2013221	43
0800004	2013224	45
0800004	2013231	46
0800005	2013203	30
0800005	2013204	33
0800006	2013201	11
0800006	2013202	23
0800007	2013202	11
0800008	2013103	7
0800008	2013203	9
0800008	2013204	15
0800009	2013201	17
0800009	2013202	9
0808000	2013102	56
0808001	2013202	69
0900100	2013101	78
0900100	2013102	68
0900101	2013101	76
0900101	2013102	68
0900102	2013101	76
0900102	2013102	79
0900109	2013101	79
0900109	2013102	72
0900110	2013101	10
0900110	2013102	14
0900112	2013101	76
0900112	2013102	68
0900180	2013101	33
0900180	2013102	37
0900180	2013201	22
0900180	2013202	54
0900720	2013101	20
0900720	2013102	56
0900720	2013201	23
0900720	2013202	9
0909012	2013101	35
0909012	2013102	41
0909012	2013201	27
0909012	2013202	54
1601101	2013101	75
1601101	2013201	78
1601102	2013101	51
1601102	2013201	88
1601105	2013101	15
1601105	2013102	15
1601105	2013103	10
1601105	2013104	4
1601105	2013105	4
1601105	2013106	1
1601113	2013101	81
1601113	2013201	74
1610042	2013101	5
1610042	2013102	4
1610042	2013104	2
1610042	2013105	6
1610042	2013201	6
1610042	2013202	6
1610042	2013203	3
1610042	2013204	4
1610042	2013205	1
1610043	2013201	9
1610043	2013202	6
1610044	2013101	3
1610044	2013102	4
1610044	2013103	2
1610044	2013105	3
1610044	2013201	6
1610044	2013202	7
1610044	2013203	6
1610044	2013204	1
1610044	2013205	1
1610046	2013101	11
1610046	2013102	2
1610046	2013103	5
1610048	2013201	18
1610048	2013202	7
1800040	2013101	72
1800040	2013201	72
1800043	2013101	19
1800043	2013201	11
1800078	2013101	36
1800078	2013201	19
1800080	2013101	5
1800080	2013102	1
1800080	2013104	5
1800080	2013105	2
1800080	2013106	5
1800080	2013109	1
1800080	2013110	6
1800080	2013112	8
1800080	2013113	1
1800080	2013114	2
1800080	2013115	1
1800080	2013116	4
1800080	2013118	2
1800080	2013139	1
1800080	2013201	1
1800080	2013202	1
1800080	2013203	1
1800080	2013204	1
1800080	2013205	1
1800081	2013101	2
1800081	2013102	1
1800081	2013103	1
1800081	2013104	2
1800081	2013201	3
1800081	2013203	1
1800081	2013205	5
1800081	2013206	2
1800081	2013207	2
1800081	2013209	7
1800081	2013210	2
1800081	2013212	7
1800081	2013213	2
1800081	2013214	2
1800081	2013217	1
1800081	2013218	2
1800081	2013239	1
1800090	2013101	14
1800090	2013201	26
1800091	2013101	37
1800093	2013101	48
1800093	2013201	15
1800094	2013101	22
1800094	2013201	46
1800100	2013101	50
1800100	2013102	26
1800100	2013201	1
1800100	2013202	36
1800101	2013201	13
1800101	2013202	12
1800102	2013201	3
1800103	2013201	2
1800104	2013101	9
1800104	2013102	8
1800104	2013201	10
1800104	2013202	5
1800105	2013101	5
1800105	2013201	9
1800107	2013101	64
1800111	2013101	5
1800111	2013102	15
1800300	2013201	33
1800314	2013101	44
2100101	2013101	46
2100101	2013102	46
2100102	2013201	38
2100102	2013202	38
2100104	2013101	1
2100104	2013102	4
2100104	2013103	2
2100104	2013104	1
2100104	2013105	1
2100104	2013106	2
2100104	2013107	1
2100104	2013108	1
2100104	2013109	1
2100104	2013110	1
2100104	2013111	1
2100104	2013112	1
2100104	2013113	2
2100104	2013114	4
2100104	2013115	1
2100104	2013116	1
2100104	2013117	1
2100104	2013118	1
2100105	2013101	2
2100105	2013201	2
2100105	2013202	1
2100105	2013203	4
2100105	2013204	1
2100105	2013205	1
2100105	2013206	1
2100105	2013207	1
2100105	2013208	2
2100105	2013209	1
2100105	2013210	1
2100105	2013211	3
2100105	2013212	1
2100105	2013213	1
2100105	2013215	1
2100105	2013216	1
2100105	2013217	1
2100105	2013218	1
2100105	2013219	1
2100105	2013220	1
2100105	2013221	1
2100105	2013222	1
2100107	2013101	35
2100108	2013201	26
2100109	2013101	8
2100110	2013101	22
2100111	2013201	29
2100112	2013101	35
2100113	2013101	13
2200003	2013101	49
2200006	2013101	49
2200009	2013101	51
2200018	2013101	47
2200041	20131T1	26
2200041	20131T2	15
2200073	2013101	39
2200083	2013101	29
2200083	2013201	35
2200086	2013101	30
2200086	2013201	31
2200087	2013101	60
2200087	2013102	43
2200088	2013101	43
2200091	2013101	56
2200092	2013101	72
2200093	2013101	32
2200093	2013102	28
2200093	20131L2	14
2200093	2013201	36
2200093	20132OP	28
2200094	2013101	23
2200094	2013201	20
2200095	2013101	27
2200095	2013102	15
2200096	2013101	27
2200096	2013102	15
2200097	2013201	43
2200098	2013201	41
2200099	2013201	49
2200100	2013201	70
2200104	2013101	52
2200105	2013201	60
2200108	2013101	44
2200108	2013201	20
2200111	2013101	74
2200112	2013101	24
2200112	2013201	12
2200113	2013101	25
2200113	2013201	13
2200311	2013101	11
2200311	2013201	11
2300012	2013201	1
2300023	2013101	70
2300023	201322N	42
2300024	20131OP	66
2500002	2013101	49
2500002	2013102	49
2500003	2013101	49
2500004	2013201	39
2500004	2013202	1
2500005	2013201	39
2500005	2013202	1
2500006	2013101	38
2500007	2013101	38
2500008	2013201	1
2500008	2013202	1
2500008	2013203	1
2500008	2013204	1
2500008	2013205	1
2500008	2013206	1
2500008	2013207	1
2500008	2013208	1
2500008	2013209	1
2500008	2013210	1
2500008	2013211	1
2500008	2013212	1
2500008	2013213	1
2500008	2013214	1
2500008	2013215	1
2500008	2013216	1
2500008	2013217	1
2500008	2013218	1
2500008	2013219	1
2500008	2013220	1
2500008	2013221	1
2500008	2013222	1
2500008	2013223	1
2500008	2013224	1
2500008	2013225	1
2500008	2013226	1
2500008	2013227	1
2500008	2013228	1
2500008	2013229	1
2500008	2013230	1
2500008	2013231	1
2500008	2013232	1
2500008	2013233	1
2500008	2013234	1
2500008	2013235	1
2500008	2013236	1
2500008	2013237	1
2500008	2013238	1
2500009	2013101	38
2500010	2013101	28
2500013	2013101	81
2500013	2013102	81
2500014	2013201	81
2500014	2013202	81
2500015	2013101	82
2500015	2013102	82
2500016	2013201	82
2500016	2013202	82
2500017	2013101	40
2500017	2013102	34
2500019	2013101	22
2500019	2013201	20
2500020	2013101	22
2500020	2013201	20
2500021	2013101	82
2500021	2013102	82
2500022	2013201	49
2500023	2013201	79
2500023	2013202	79
3900003	2013101	59
3900003	2013102	53
3900004	2013201	54
3900004	2013202	42
3900005	2013101	54
3900005	2013102	49
4300100	2013101	47
4300100	2013102	51
4300100	2013103	49
4300100	2013104	49
4300111	2013201	82
4300111	2013202	45
4300111	2013203	71
4300111	2013204	61
4300111	2013211	51
4300112	2013101	63
4300112	2013102	72
4300112	2013103	62
4300112	2013111	30
4300113	2013101	16
4300113	2013102	22
4300113	2013103	25
4300113	2013104	16
4300113	2013105	16
4300113	2013111	16
4300113	2013122	15
4300113	2013124	13
4300113	2013131	23
4300113	2013133	24
4300113	2013142	13
4300113	2013144	17
4300113	2013151	15
4300114	2013201	19
4300114	2013202	26
4300114	2013203	25
4300114	2013204	15
4300114	2013211	18
4300114	2013213	16
4300114	2013222	19
4300114	2013231	20
4300114	2013233	21
4300114	2013242	13
4300151	2013101	53
4300151	2013102	85
4300151	2013220	38
4300152	2013101	18
4300152	2013102	19
4300152	2013103	19
4300152	2013104	14
4300152	2013105	18
4300152	2013106	18
4300152	2013108	13
4300152	2013111	18
4300152	2013113	17
4300152	2013115	19
4300152	2013142	15
4300152	2013143	12
4300152	2013144	18
4300152	2013146	12
4300152	2013147	10
4300152	2013148	15
4300152	2013149	14
4300152	2013210	55
4300152	2013220	45
4300153	2013201	43
4300153	2013202	55
4300156	2013201	56
4300156	2013202	78
4300156	2013242	60
4300156	2013247	77
4300156	2013248	41
4300159	2013142	39
4300159	2013147	90
4300159	2013201	39
4300159	2013202	21
4300160	2013101	56
4300160	2013102	31
4300160	2013142	70
4300160	2013147	86
4300160	2013148	80
4300204	2013102	97
4300204	2013201	88
4300211	2013101	32
4300211	2013201	106
4300211	2013202	68
4300212	2013101	74
4300212	2013102	37
4300212	2013103	57
4300212	2013201	12
4300213	2013201	51
4300213	2013202	37
4300213	2013203	23
4300213	2013211	5
4300213	2013213	4
4300213	2013222	5
4300213	2013224	4
4300213	2013231	6
4300213	2013233	8
4300214	2013101	17
4300214	2013102	24
4300214	2013103	19
4300214	2013104	18
4300214	2013105	14
4300214	2013111	12
4300254	2013101	18
4300254	2013102	13
4300254	2013103	19
4300254	2013104	11
4300255	2013101	33
4300255	2013102	39
4300259	2013101	38
4300259	2013102	45
4300262	2013101	54
4300262	2013102	16
4300270	2013101	27
4300270	2013102	40
4300270	2013110	61
4300270	2013120	58
4300270	2013242	32
4300270	2013247	72
4300271	2013201	27
4300271	2013202	31
4300303	2013201	62
4300303	2013202	49
4300304	2013102	31
4300305	2013102	54
4300305	2013201	64
4300306	2013101	51
4300306	2013202	11
4300307	2013102	22
4300307	2013201	18
4300308	2013101	61
4300308	2013102	59
4300311	2013101	57
4300311	2013202	65
4300313	2013201	14
4300313	2013202	16
4300313	2013203	12
4300313	2013211	11
4300313	2013222	16
4300314	2013102	11
4300315	2013102	39
4300315	2013201	22
4300320	2013202	28
4300322	2013202	19
4300324	2013101	26
4300324	2013102	17
4300325	2013101	39
4300326	2013201	29
4300346	2013202	46
4300351	2013101	21
4300351	2013102	33
4300353	2013102	16
4300356	2013101	31
4300356	2013102	50
4300357	2013201	34
4300357	2013202	42
4300357	2013210	56
4300358	2013201	49
4300358	2013202	39
4300372	2013101	30
4300372	2013102	59
4300373	2013201	20
4300373	2013202	35
4300374	2013101	39
4300374	2013102	70
4300375	2013102	39
4300375	2013201	42
4300376	2013101	53
4300376	2013202	46
4300377	2013101	23
4300377	2013102	33
4300380	2013201	53
4300380	2013202	56
4300390	2013101	5
4300390	2013102	23
4300390	2013103	7
4300390	2013104	10
4300390	2013105	4
4300390	2013106	10
4300390	2013107	4
4300390	2013108	11
4300390	2013109	6
4300390	2013110	11
4300390	2013111	2
4300390	2013113	3
4300390	2013115	2
4300401	2013201	44
4300401	2013202	32
4300402	2013202	26
4300403	2013102	32
4300403	2013201	39
4300404	2013101	33
4300404	2013202	9
4300405	2013101	36
4300405	2013102	55
4300406	2013101	35
4300406	2013202	11
4300417	2013101	16
4300421	2013102	35
4300422	2013201	20
4300427	2013102	45
4300433	2013201	43
4300436	2013101	20
4300437	2013102	11
4300454	2013201	18
4300454	2013202	26
4300456	2013102	11
4300456	2013201	12
4300458	2013201	37
4300458	2013202	44
4300459	2013202	41
4300461	2013101	21
4300490	2013101	7
4300490	2013102	4
4302504	2013102	17
4310126	2013211	41
4310126	2013213	67
4310127	2013220	27
4310137	2013111	76
4310145	2013210	89
4310181	2013101	81
4310181	2013102	57
4310181	2013103	2
4310181	2013104	9
4310190	2013101	83
4310190	2013102	49
4310192	2013210	53
4310227	2013220	43
4310232	2013242	30
4310232	2013248	46
4310245	2013110	65
4310250	2013210	36
4310255	2013210	37
4310255	2013220	18
4310255	2013221	25
4320195	2013101	75
4320195	2013102	79
4320195	2013103	80
4320195	2013104	79
4320195	2013105	79
4320195	2013106	74
4320195	2013107	78
4320195	2013108	78
4320195	2013109	73
4320195	2013110	74
4320195	2013111	71
4320195	2013112	72
4320195	2013121	35
4320195	2013122	33
4320195	2013123	37
4320195	2013124	36
4320195	2013125	38
4320195	2013126	38
4320195	2013127	38
4320195	2013128	35
4320195	2013129	32
4320195	2013130	35
4320195	2013131	33
4320195	2013132	34
4320195	2013133	33
4320195	2013134	33
4320195	2013135	30
4320195	2013136	33
4320195	2013137	35
4320195	2013138	32
4320195	2013139	31
4320195	2013140	29
4320195	2013141	27
4320195	2013142	29
4320195	2013143	32
4320195	2013144	32
4320195	2013190	48
4320195	2013191	20
4320195	2013192	17
4320196	2013201	87
4320196	2013202	87
4320196	2013203	85
4320196	2013204	85
4320196	2013205	88
4320196	2013206	92
4320196	2013207	86
4320196	2013208	86
4320196	2013209	87
4320196	2013210	85
4320196	2013211	90
4320196	2013212	91
4320196	2013290	48
4320198	2013201	22
4320198	2013202	21
4320198	2013203	20
4320198	2013204	21
4320198	2013205	22
4320198	2013206	22
4320198	2013207	23
4320198	2013208	20
4320198	2013209	22
4320198	2013210	22
4320198	2013211	23
4320198	2013212	21
4320198	2013213	21
4320198	2013214	22
4320198	2013215	21
4320198	2013216	21
4320198	2013217	24
4320198	2013218	24
4320198	2013219	23
4320198	2013220	22
4320198	2013221	21
4320198	2013222	19
4320198	2013223	21
4320198	2013224	22
4320198	2013225	20
4320198	2013226	19
4320198	2013227	21
4320198	2013228	20
4320198	2013229	23
4320198	2013230	21
4320198	2013231	20
4320198	2013232	18
4320198	2013233	17
4320198	2013234	21
4320198	2013235	20
4320198	2013236	21
4320198	2013290	48
4320292	2013101	73
4320292	2013102	71
4320292	2013103	74
4320292	2013104	39
4320292	2013121	22
4320292	2013122	17
4320292	2013123	21
4320292	2013124	19
4320292	2013125	19
4320292	2013126	18
4320292	2013127	20
4320292	2013128	23
4320292	2013129	14
4320292	2013130	29
4320293	2013201	61
4320293	2013202	64
4320293	2013203	54
4320293	2013204	43
4320293	2013221	16
4320293	2013222	18
4320293	2013223	17
4320293	2013224	15
4320293	2013225	14
4320293	2013226	18
4320293	2013227	18
4320293	2013228	17
4320293	2013229	11
4320293	2013230	17
4320293	2013231	13
4320293	2013232	7
4320301	2013101	70
4320301	2013102	76
4320301	2013103	65
4320301	2013104	76
4320301	2013105	73
4320301	2013106	77
4320301	2013107	81
4320301	2013108	82
4320301	2013109	83
4320301	2013190	7
4320303	2013121	22
4320303	2013122	20
4320303	2013123	23
4320303	2013124	20
4320303	2013125	26
4320303	2013126	21
4320303	2013127	23
4320303	2013128	26
4320303	2013129	23
4320303	2013130	24
4320303	2013131	25
4320303	2013132	23
4320303	2013133	18
4320303	2013134	17
4320303	2013135	19
4320303	2013136	18
4320303	2013137	20
4320303	2013138	18
4320303	2013139	23
4320303	2013140	19
4320303	2013141	16
4320303	2013142	22
4320303	2013143	21
4320303	2013144	18
4320303	2013145	17
4320303	2013146	16
4320303	2013147	18
4320303	2013191	7
4320402	2013201	72
4320402	2013202	71
4320402	2013203	71
4320402	2013204	68
4320402	2013205	71
4320402	2013206	58
4320402	2013207	69
4320402	2013208	73
4320402	2013209	76
4320402	2013290	8
4320404	2013221	25
4320404	2013222	22
4320404	2013223	20
4320404	2013224	18
4320404	2013225	21
4320404	2013226	18
4320404	2013227	25
4320404	2013228	23
4320404	2013229	23
4320404	2013230	23
4320404	2013231	22
4320404	2013232	23
4320404	2013233	25
4320404	2013234	26
4320404	2013235	26
4320404	2013236	25
4320404	2013237	24
4320404	2013238	26
4320404	2013239	22
4320404	2013240	22
4320404	2013241	15
4320404	2013242	17
4320404	2013243	10
4320404	2013244	17
4320404	2013245	22
4320404	2013246	16
4320404	2013247	7
4320404	2013291	7
4603000	2013110	35
4604400	2013110	37
4604400	2013120	18
4604400	2013210	25
4604400	2013220	11
4604500	2013150	17
4604500	2013250	18
4605000	2013120	2
4701241	2013201	18
4701280	2013201	52
4701381	2013201	67
4701582	2013101	85
4701783	2013101	70
4701784	2013103	2
4701784	2013104	2
4701784	2013105	3
4701784	2013106	2
4701784	2013107	5
4701784	2013108	1
4701784	2013109	3
4701784	2013110	5
4701784	2013111	1
4701784	2013112	4
4701784	2013113	3
4701784	2013115	1
4701784	2013116	1
4701784	2013117	5
4701784	2013120	1
4701784	2013121	1
4701784	2013123	1
4701784	2013124	1
4701784	2013125	1
4701784	2013203	6
4701784	2013204	2
4701784	2013206	2
4701784	2013208	1
4701784	2013209	3
4701784	2013210	2
4701784	2013211	5
4701784	2013212	1
4701784	2013213	5
4701784	2013214	2
4701784	2013215	2
4701784	2013216	1
4701784	2013217	2
4701784	2013218	1
4701784	2013219	1
4701885	2013102	1
4701885	2013103	2
4701885	2013105	3
4701885	2013107	1
4701885	2013108	3
4701885	2013109	1
4701885	2013110	2
