coddis	codtur	matr
0440609	2015210	25
0440620	2015110	32
0440620	2015111	34
0440620	2015120	41
0440620	2015121	41
0440620	2015130	47
0440620	2015131	48
0440620	2015210	52
0440620	2015211	53
0440620	2015220	37
0440620	2015221	38
0440620	2015230	31
0440620	2015231	31
0440620	2015240	56
0440620	2015241	57
0440620	2015250	47
0440620	2015251	48
0440620	2015260	9
0440620	2015261	10
0440621	2015110	62
0440621	2015111	62
0440621	2015120	58
0440621	2015121	58
0500058	2015202	27
0500059	2015101	17
0510044	20151TA	96
0510044	20152TB	90
0510205	2015103	14
0510205	2015104	14
0510205	2015105	16
0510205	2015106	14
0510205	2015110	15
0510205	2015111	14
0510205	2015201	15
0510205	2015202	15
0510205	2015207	15
0510205	2015208	15
0510205	2015209	16
0510205	2015212	14
0510207	2015114	160
0510207	2015215	8
0510221	2015103	14
0510221	2015104	14
0510221	2015105	14
0510221	2015106	15
0510221	2015110	15
0510221	2015111	14
0510221	2015201	15
0510221	2015202	15
0510221	2015207	14
0510221	2015208	15
0510221	2015209	15
0510221	2015212	16
0510222	2015101	13
0510222	2015103	16
0510222	2015107	13
0510222	2015108	14
0510222	2015110	14
0510222	2015112	12
0510222	2015202	15
0510222	2015204	15
0510222	2015205	14
0510222	2015206	15
0510222	2015209	14
0510222	2015211	15
0510228	20151TB	94
0510228	20152TA	81
0510238	20151B1	45
0510238	20151B2	44
0510238	20152A1	40
0510238	20152A2	41
0701201	2015101	80
0701201	2015111	81
0701202	2015101	83
0701202	2015111	84
0701203	2015201	79
0701203	2015211	79
0701204	2015101	75
0701204	2015111	75
0701205	2015101	73
0701205	2015111	75
0701206	2015201	62
0701206	2015211	62
0701207	2015201	63
0701208	2015101	68
0701209	2015201	37
0701209	2015202	39
0701210	2015201	37
0701210	2015202	39
0701250	2015101	15
0701251	2015101	11
0701255	2015101	39
0740011	2015109	22
0740011	2015209	3
0740013	2015107	21
0740013	2015207	7
0740014	2015208	25
0740015	2015103	39
0740016	2015204	47
0740017	2015105	35
0740018	2015206	40
0740019	2015107	24
0740020	2015208	30
0740021	2015208	41
0800004	2015201	24
0800004	2015202	22
0800004	2015204	17
0800004	2015211	17
0800004	2015212	14
0800004	2015214	15
0800004	2015221	29
0800004	2015224	18
0800004	2015231	36
0800004	2015234	36
0800004	2015241	35
0800004	2015244	32
0800004	2015251	9
0800005	2015203	23
0800005	2015204	24
0800006	2015201	7
0800006	2015202	6
0800007	2015201	10
0800007	2015202	10
0800008	2015201	11
0800008	2015202	13
0800009	2015203	7
0800009	2015204	10
0808000	2015102	59
0808001	2015202	76
0900100	2015101	77
0900100	2015102	72
0900102	2015101	85
0900102	2015102	65
0900110	2015201	55
0900112	2015101	77
0900112	2015102	72
0900113	2015101	82
0900113	2015102	72
0900180	2015101	48
0900180	2015102	44
0900180	2015201	48
0900180	2015202	40
0900720	2015101	22
0900720	2015102	35
0900720	2015201	24
0900720	2015202	30
0909012	2015101	21
0909012	2015102	32
0909012	2015201	30
0909012	2015202	50
1601101	2015101	79
1601101	2015201	52
1601102	2015101	52
1601102	2015201	84
1601103	2015201	10
1601105	2015101	9
1601105	2015102	1
1601105	2015103	7
1601105	2015104	4
1601105	2015105	4
1601112	2015101	16
1601112	2015102	4
1601112	2015103	8
1601112	2015201	14
1601112	2015202	5
1601113	2015101	24
1601113	2015102	7
1601113	2015103	5
1601113	2015201	23
1601113	2015202	10
1610041	2015201	6
1610042	2015101	10
1610042	2015102	5
1610042	2015103	1
1610042	2015104	1
1610042	2015105	1
1610042	2015201	9
1610042	2015202	1
1610042	2015203	1
1610042	2015204	2
1610042	2015205	1
1610044	2015101	4
1610044	2015102	1
1610044	2015104	3
1610044	2015201	8
1610044	2015203	2
1610044	2015204	2
1610044	2015205	2
1800040	2015101	78
1800040	2015201	83
1800043	2015101	35
1800043	2015201	42
1800078	2015101	28
1800078	2015201	21
1800080	2015101	2
1800080	2015102	2
1800080	2015104	3
1800080	2015105	1
1800080	2015107	1
1800080	2015108	1
1800080	2015110	5
1800080	2015113	1
1800080	2015114	8
1800080	2015115	2
1800080	2015117	4
1800080	2015118	1
1800080	2015120	4
1800080	2015123	2
1800080	2015205	2
1800080	2015210	2
1800080	2015212	1
1800080	2015214	1
1800080	2015217	1
1800080	2015219	1
1800080	2015226	1
1800080	2015227	1
1800081	2015101	1
1800081	2015104	3
1800081	2015105	1
1800081	2015110	2
1800081	2015115	1
1800081	2015116	1
1800081	2015117	1
1800081	2015118	1
1800081	2015120	1
1800081	2015123	1
1800081	2015202	2
1800081	2015203	1
1800081	2015204	5
1800081	2015205	2
1800081	2015207	1
1800081	2015210	5
1800081	2015212	1
1800081	2015214	11
1800081	2015215	2
1800081	2015216	1
1800081	2015217	5
1800081	2015219	2
1800081	2015220	3
1800081	2015224	4
1800090	2015101	10
1800090	2015201	33
1800091	2015101	40
1800093	2015101	47
1800093	2015201	11
1800094	2015101	17
1800094	2015201	48
1800100	2015101	9
1800100	2015102	12
1800100	2015103	11
1800100	2015201	7
1800100	2015202	21
1800101	2015101	2
1800101	2015102	10
1800101	2015201	4
1800101	2015202	10
1800102	2015101	6
1800102	2015102	17
1800102	2015201	3
1800102	2015202	4
1800103	2015101	1
1800103	2015102	4
1800103	2015201	2
1800104	2015101	5
1800104	2015102	10
1800104	2015201	2
1800104	2015202	16
1800104	2015203	51
1800105	2015201	11
1800107	2015101	67
1800108	2015101	47
1800108	2015202	9
1800108	2015203	26
1800115	2015201	27
1800116	2015201	15
1800300	2015201	40
1800314	2015101	47
2100101	2015101	41
2100101	2015102	41
2100102	2015201	37
2100102	2015202	37
2100104	2015101	4
2100104	2015102	1
2100104	2015103	2
2100104	2015104	1
2100104	2015105	1
2100104	2015106	1
2100104	2015107	4
2100104	2015108	2
2100104	2015109	1
2100104	2015110	2
2100104	2015111	1
2100104	2015112	2
2100104	2015113	1
2100104	2015118	2
2100104	2015119	2
2100104	2015120	1
2100104	2015121	3
2100104	2015122	1
2100104	2015123	1
2100104	2015124	1
2100104	2015125	1
2100104	2015126	1
2100104	2015201	1
2100105	2015101	1
2100105	2015102	1
2100105	2015103	1
2100105	2015201	2
2100105	2015202	2
2100105	2015203	1
2100105	2015204	1
2100105	2015205	1
2100105	2015206	1
2100105	2015207	4
2100105	2015208	2
2100105	2015209	1
2100105	2015210	2
2100105	2015211	1
2100105	2015212	2
2100105	2015213	1
2100105	2015218	2
2100105	2015219	2
2100105	2015220	1
2100105	2015221	2
2100105	2015222	1
2100105	2015223	1
2100105	2015224	1
2100105	2015225	1
2100105	2015226	1
2100106	2015201	80
2100108	2015201	24
2100109	2015101	8
2100114	2015101	38
2100114	2015102	38
2100115	2015101	32
2100115	2015102	32
2100116	2015201	41
2100117	2015201	9
2100117	2015202	9
2200003	2015101	52
2200006	2015101	51
2200009	2015101	51
2200018	2015101	44
2200041	2015101	44
2200083	2015101	37
2200083	2015202	38
2200086	2015102	41
2200086	2015201	36
2200087	20151BA	25
2200087	20151LI	20
2200087	20152BA	55
2200087	20152LI	18
2200091	2015101	77
2200093	2015101	36
2200093	2015102	40
2200093	2015201	25
2200093	2015202	17
2200094	2015101	28
2200094	2015201	24
2200095	2015102	18
2200095	2015201	14
2200096	2015102	18
2200096	2015201	14
2200097	2015201	44
2200098	2015201	44
2200099	2015201	52
2200105	2015201	72
2200112	2015101	20
2200112	2015202	19
2200113	2015101	21
2200113	2015202	19
2200114	2015101	80
2200115	2015101	81
2200200	2015201	81
2200300	2015101	46
2300012	201511P	3
2300012	201512P	2
2300012	20152NP	1
2300023	201510D	83
2300023	201520N	36
2300024	20151OP	63
2500004	2015201	49
2500004	2015202	49
2500005	2015201	49
2500005	2015202	49
2500006	2015101	49
2500006	2015102	49
2500007	2015101	49
2500007	2015102	49
2500008	2015201	1
2500008	2015202	1
2500008	2015203	1
2500008	2015204	1
2500008	2015205	1
2500008	2015206	1
2500008	2015207	1
2500008	2015208	1
2500008	2015209	1
2500008	2015210	1
2500008	2015211	1
2500008	2015212	1
2500008	2015213	1
2500008	2015214	1
2500008	2015215	1
2500008	2015216	1
2500008	2015217	1
2500008	2015218	1
2500008	2015219	1
2500008	2015220	1
2500008	2015221	1
2500008	2015222	1
2500008	2015223	1
2500008	2015224	1
2500008	2015225	1
2500008	2015226	1
2500008	2015227	1
2500008	2015228	1
2500008	2015229	1
2500008	2015230	1
2500008	2015231	1
2500008	2015232	1
2500008	2015233	1
2500008	2015234	1
2500008	2015235	1
2500008	2015236	1
2500008	2015237	1
2500008	2015238	1
2500008	2015239	1
2500008	2015240	1
2500008	2015241	1
2500008	2015242	1
2500008	2015243	1
2500008	2015244	1
2500008	2015245	1
2500008	2015246	1
2500008	2015247	1
2500008	2015248	1
2500008	2015249	1
2500009	2015101	49
2500010	2015101	36
2500017	2015101	38
2500017	2015102	44
2500019	2015101	24
2500019	2015201	24
2500020	2015101	24
2500020	2015201	24
2500021	2015101	76
2500021	2015102	76
2500022	2015201	49
2500023	2015201	75
2500023	2015202	74
2500024	2015201	43
2500024	2015202	43
2700400	2015101	64
3900003	2015101	52
3900003	2015102	45
3900004	2015201	47
3900004	2015202	35
3900005	2015101	50
3900005	2015102	45
4300112	2015101	97
4300112	2015102	59
4300112	2015105	71
4300112	2015111	44
4300151	2015101	59
4300151	2015102	67
4300151	2015220	58
4300152	2015101	23
4300152	2015102	21
4300152	2015103	15
4300152	2015104	20
4300152	2015105	17
4300152	2015106	18
4300152	2015111	19
4300152	2015113	18
4300152	2015115	17
4300152	2015142	21
4300152	2015144	21
4300152	2015145	15
4300152	2015146	18
4300152	2015147	15
4300152	2015148	10
4300152	2015149	13
4300152	2015210	16
4300152	2015211	20
4300152	2015213	17
4300152	2015220	16
4300152	2015222	17
4300152	2015224	15
4300153	2015201	49
4300153	2015202	37
4300156	2015201	54
4300156	2015202	43
4300156	2015242	50
4300156	2015247	49
4300156	2015248	55
4300159	2015142	48
4300159	2015147	74
4300159	2015201	55
4300159	2015202	34
4300160	2015101	69
4300160	2015102	40
4300160	2015142	63
4300160	2015147	67
4300160	2015148	61
4300204	2015102	91
4300204	2015201	106
4300206	2015201	73
4300206	2015202	110
4300211	2015101	32
4300211	2015201	60
4300211	2015202	68
4300211	2015211	52
4300212	2015101	64
4300212	2015102	55
4300212	2015201	24
4300213	2015201	16
4300213	2015202	33
4300213	2015203	9
4300213	2015211	18
4300213	2015213	12
4300213	2015222	18
4300213	2015231	9
4300213	2015233	12
4300214	2015101	22
4300214	2015102	27
4300214	2015103	18
4300214	2015104	16
4300214	2015111	20
4300254	2015101	21
4300254	2015102	18
4300254	2015103	13
4300254	2015104	15
4300255	2015101	34
4300255	2015102	31
4300259	2015101	31
4300259	2015102	48
4300262	2015101	76
4300262	2015102	23
4300263	2015201	20
4300263	2015202	8
4300266	2015202	24
4300270	2015101	36
4300270	2015102	33
4300270	2015110	62
4300270	2015242	60
4300270	2015247	78
4300271	2015201	19
4300271	2015202	39
4300303	2015201	73
4300303	2015202	56
4300304	2015101	18
4300304	2015102	7
4300305	2015102	92
4300305	2015201	72
4300306	2015101	15
4300306	2015202	23
4300307	2015102	17
4300307	2015201	39
4300308	2015101	54
4300308	2015102	43
4300311	2015101	41
4300311	2015202	53
4300313	2015201	30
4300313	2015202	47
4300313	2015203	17
4300314	2015101	2
4300314	2015102	11
4300315	2015102	13
4300320	2015202	25
4300322	2015202	17
4300324	2015101	55
4300324	2015102	17
4300325	2015101	38
4300340	2015201	10
4300346	2015202	51
4300351	2015101	24
4300351	2015102	41
4300353	2015101	28
4300353	2015102	46
4300356	2015101	24
4300356	2015102	30
4300357	2015201	13
4300357	2015202	38
4300357	2015210	35
4300358	2015201	24
4300358	2015202	36
4300372	2015101	29
4300372	2015102	41
4300373	2015201	16
4300373	2015202	16
4300374	2015101	26
4300374	2015102	57
4300375	2015102	42
4300375	2015201	26
4300376	2015101	25
4300376	2015202	46
4300377	2015101	18
4300377	2015102	18
4300377	2015104	20
4300380	2015201	28
4300380	2015202	22
4300390	2015101	25
4300390	2015102	28
4300401	2015201	44
4300401	2015202	22
4300402	2015102	16
4300403	2015102	72
4300403	2015201	33
4300404	2015101	26
4300404	2015202	30
4300405	2015101	36
4300405	2015102	63
4300406	2015202	14
4300421	2015102	61
4300422	2015201	11
4300427	2015201	13
4300430	2015201	15
4300433	2015201	35
4300435	2015201	3
4300436	2015201	17
4300437	2015101	28
4300454	2015201	9
4300454	2015202	22
4300456	2015101	18
4300456	2015102	18
4300458	2015201	19
4300458	2015202	60
4300459	2015201	14
4300459	2015202	28
4300459	2015204	16
4300461	2015101	12
4300462	2015201	6
4300490	2015101	9
4300490	2015102	7
4300491	2015101	21
4300491	2015102	22
4302111	2015101	65
4302111	2015102	61
4302111	2015103	55
4302111	2015104	58
4302111	2015105	63
4302111	2015107	21
4302111	2015211	56
4302112	2015201	58
4302112	2015202	47
4302112	2015203	43
4302112	2015204	58
4302112	2015205	27
4302113	2015101	26
4302113	2015102	18
4302113	2015103	23
4302113	2015104	17
4302113	2015105	20
4302113	2015111	20
4302113	2015113	25
4302113	2015122	17
4302113	2015124	14
4302113	2015131	17
4302113	2015133	14
4302113	2015142	13
4302113	2015144	16
4302113	2015151	13
4302113	2015153	15
4302114	2015201	22
4302114	2015202	14
4302114	2015203	16
4302114	2015204	21
4302114	2015205	16
4302114	2015207	17
4302114	2015211	16
4302114	2015213	19
4302114	2015222	12
4302114	2015231	14
4302114	2015242	23
4302114	2015271	14
4310126	2015211	68
4310126	2015213	36
4310137	2015111	61
4310145	2015120	54
4310145	2015210	78
4310181	2015101	96
4310181	2015102	68
4310181	2015103	2
4310181	2015104	15
4310190	2015101	82
4310190	2015102	38
4310192	2015201	60
4310232	2015242	32
4310232	2015247	38
4310245	2015110	64
4310245	2015220	54
4310250	2015210	55
4310256	2015110	68
4310256	2015120	64
4310256	2015210	49
4323101	2015101	77
4323101	2015102	63
4323101	2015103	66
4323101	2015104	87
4323101	2015105	86
4323101	2015106	85
4323101	2015107	65
4323101	2015108	63
4323101	2015109	78
4323101	2015110	45
4323101	2015111	39
4323101	2015112	41
4323101	2015113	78
4323101	2015150	31
4323101	2015151	11
4323101	2015190	49
4323102	2015201	86
4323102	2015202	86
4323102	2015203	85
4323102	2015204	85
4323102	2015205	84
4323102	2015206	84
4323102	2015207	65
4323102	2015208	79
4323102	2015209	85
4323102	2015210	82
4323102	2015211	77
4323102	2015212	83
4323102	2015290	57
4323201	2015101	22
4323201	2015102	21
4323201	2015103	22
4323201	2015104	22
4323201	2015105	20
4323201	2015106	22
4323201	2015107	23
4323201	2015108	22
4323201	2015109	20
4323201	2015110	22
4323201	2015111	22
4323201	2015112	23
4323201	2015113	21
4323201	2015114	22
4323201	2015115	22
4323201	2015116	22
4323201	2015117	22
4323201	2015118	23
4323201	2015119	21
4323201	2015120	21
4323201	2015121	12
4323201	2015122	16
4323201	2015123	17
4323201	2015124	18
4323201	2015125	19
4323201	2015126	22
4323201	2015127	20
4323201	2015128	22
4323201	2015129	20
4323201	2015130	20
4323201	2015131	21
4323201	2015132	23
4323201	2015133	21
4323201	2015134	14
4323201	2015135	20
4323201	2015136	17
4323201	2015191	33
4323202	2015201	19
4323202	2015202	17
4323202	2015203	22
4323202	2015204	17
4323202	2015205	17
4323202	2015206	16
4323202	2015207	24
4323202	2015208	24
4323202	2015209	23
4323202	2015210	24
4323202	2015211	22
4323202	2015212	22
4323202	2015213	22
4323202	2015214	23
4323202	2015215	22
4323202	2015216	21
4323202	2015217	22
4323202	2015218	23
4323202	2015219	22
4323202	2015220	22
4323202	2015221	22
4323202	2015222	21
4323202	2015223	21
4323202	2015224	23
4323202	2015225	22
4323202	2015226	20
4323202	2015227	21
4323202	2015228	19
4323202	2015229	23
4323202	2015230	23
4323202	2015231	25
4323202	2015232	26
4323202	2015233	24
4323202	2015234	19
4323202	2015235	22
4323202	2015236	22
4323202	2015237	19
4323202	2015238	20
4323202	2015239	19
4323202	2015240	9
4323202	2015291	30
4323203	2015101	83
4323203	2015102	76
4323203	2015103	81
4323203	2015104	88
4323203	2015105	92
4323203	2015106	93
4323203	2015107	80
4323203	2015108	82
4323203	2015109	80
4323203	2015110	73
4323203	2015111	76
4323203	2015112	71
4323203	2015190	29
4323204	2015201	88
4323204	2015202	94
4323204	2015203	70
4323204	2015204	64
4323204	2015205	70
4323204	2015206	77
4323204	2015207	68
4323204	2015208	81
4323204	2015209	69
4323204	2015290	28
4604400	2015110	32
4604400	2015120	11
4604400	2015210	25
4604400	2015220	10
4604500	2015150	15
4604500	2015250	11
4701241	2015201	28
4701280	2015201	65
4701381	2015201	69
4701582	2015101	59
4701783	2015101	92
4701784	2015102	1
4701784	2015103	1
4701784	2015104	8
4701784	2015105	8
4701784	2015107	3
4701784	2015108	2
4701784	2015110	1
4701784	2015112	2
4701784	2015114	1
4701784	2015115	1
4701784	2015117	1
4701784	2015118	2
4701784	2015119	2
4701784	2015120	1
4701784	2015121	1
4701784	2015122	1
4701784	2015123	1
4701784	2015125	4
4701784	2015127	3
4701784	2015130	1
4701784	2015131	2
4701784	2015202	5
4701784	2015203	1
4701784	2015204	4
4701784	2015206	1
4701784	2015207	3
4701784	2015208	8
4701784	2015209	7
4701784	2015210	6
4701784	2015211	3
4701784	2015212	2
4701784	2015213	1
4701784	2015214	1
4701784	2015215	2
4701784	2015216	2
4701784	2015218	2
4701784	2015220	1
4701784	2015221	3
4701784	2015222	6
4701784	2015223	1
4701784	2015225	1
4701784	2015226	1
4701784	2015227	2
4701784	2015228	2
4701784	2015229	2
4701784	2015230	2
4701885	2015103	5
4701885	2015104	3
